	a	b	c	d
0	0.0399055312003187	0.46766099816565165	0.41534882423351516	0.5141789961710989
1	0.1539226274141734	0.06920392477842052	0.019482475159735446	0.2761848991657845
2	0.20841987541932605	0.022942956246134294	0.2633487279110883	0.4447928296155046
3	0.8369022960596001	0.988177542266906	0.8582294795970262	0.3000423708872273
4	0.3137916560894345	0.4043904685056562	0.9623800122913931	0.5950862634680497
5	0.10959510839393394	0.04059029488388577	0.5038965462502689	0.18831270591417493
6	0.2731114355845755	0.2895177436639539	0.22717425735629548	0.6434671433765791
7	0.756272654470408	0.8564074452849122	0.8129489738077378	0.8203575918452942
8	0.23976744394379357	0.38113534339644106	0.05646633229640585	0.8669308311731666
9	0.3192811091884685	0.833300859894215	0.3130952218441915	0.047661217554503366
10	0.8433784549985239	0.9373367904598617	0.8876797551010477	0.9728231852804432
11	0.7124161421800105	0.7509937143723433	0.05257958264340845	0.9248558428927519
12	0.25301560164905923	0.7241538588513087	0.67548232581273	0.23767615597617942
13	0.5356723351161524	0.13804178485437313	0.09120547056116368	0.7640495860697247
14	0.2686517364582861	0.38394715844824123	0.3379554503276133	0.44724775473120715
15	0.281071611876308	0.15618285774553897	0.42798609696937706	0.07738310551897953
16	0.5473111032284371	0.6772430408391364	0.3820336802323878	0.165219639125312
17	0.0011534085202701272	0.24284117186320098	0.9518378110226767	0.3905387021291117
18	0.8164326698507953	0.1564200241366448	0.36252477406596484	0.04759625657149369
19	0.7256442547889995	0.5507046893289858	0.7256917624780169	0.16209147729527063
20	0.5271166714050196	0.9812096254628027	0.7622365531644473	0.24306514081120123
21	0.3184476294963091	0.9401181577929039	0.5621084338871626	0.39767278004507467
22	0.6179654912972397	0.6153389985058546	0.06845402039045678	0.42885424828314334
23	0.9745449830087924	0.6476567019106937	0.26994335157110194	0.1507630943408167
24	0.6856917278072425	0.013364780792024966	0.2880219859715868	0.8680347886304965
25	0.39931460740293434	0.3568792457964367	0.862658807091534	0.48645100358144955
26	0.9700797158402974	0.004725367552939064	0.005059737237395168	0.68747450144721
27	0.346133273771269	0.7390220976147693	0.4587736927904781	0.26969022652143027
28	0.09184618826593349	0.9878172598368498	0.9932531380926876	0.5911876613959077
29	0.9521673537969875	0.9700778345069054	0.15671345135039394	0.03660515425770028
30	0.662445068765832	0.12885359318880552	0.26845033224673476	0.15583888823648506
31	0.24851815258036936	0.5538075838370967	0.7766312571973586	0.8006691120225268
32	0.3913576870320905	0.2441240267060789	0.31021986420296077	0.23419008927150387
33	0.0009463436986567597	0.7807789982929711	0.8715808905951887	0.4374711637962656
34	0.31404007903234643	0.5659720391674813	0.09411991772215844	0.9323925755295798
35	0.8540127770026709	0.2669909751119305	0.6355021295779165	0.5846298654767458
36	0.8426328924348001	0.5427551434349714	0.1988389166920752	0.7638404586373038
37	0.25211131870932557	0.8453667809485262	0.6979422667773183	0.595416520938662
38	0.31806975513138647	0.5202848074719791	0.11522529212976873	0.0919028182154985
39	0.07276493556077446	0.7155151526599998	0.08632154524718127	0.7602241818319303
40	0.6487223830090649	0.052453875311184395	0.3191270963895658	0.416975358624045
41	0.8217781046460205	0.37694865526791754	0.3012695584812848	0.18728499629770667
42	0.7651425972439676	0.2220326596017771	0.04337373710043435	0.546018330329749
43	0.6601087636675399	0.7413237643443087	0.43373280312353624	0.18897173672472223
44	0.018130616156810442	0.4622463548044953	0.04774174069883197	0.6222298065687482
45	0.6840999913116697	0.26272399283801573	0.76838363818551	0.8715034912248895
46	0.5186505665453428	0.8805622730641137	0.7690407761878547	0.79583554767111
47	0.28907616263314195	0.26123865130867874	0.6642892335258208	0.6874857482950959
48	0.4174359018196363	0.5700420745282608	0.9225744668583761	0.9071057365846235
49	0.4438567435307569	0.08879392161138666	0.3788315697428589	0.2520075522860875
