	a	b	c	d
0	0.5626383357872077	0.12801716271853336	0.019786560190406588	0.8933770450200044
1	0.2531314197386183	0.7013534459705045	0.703233358715019	0.6936609873045144
2	0.005035041083115366	0.756286452206408	0.7607518682397638	0.745477309690529
3	0.5347028753736165	0.8404877759375925	0.06667026771732454	0.2311878235119097
4	0.4065038677925509	0.3485306698679581	0.9960147783084417	0.18781209001132138
5	0.23343459853689763	0.020493902822975696	0.40012745300886987	0.9364163700070918
6	0.17687924420972967	0.668845220203344	0.6037874988948468	0.9717763075941777
7	0.9942999939024834	0.2315894628373183	0.6023071396048343	0.6177996029841492
8	0.04999252108145813	0.5265188793903511	0.40896785320221773	0.16658545872977493
9	0.29841509484093887	0.09558495214113294	0.6663368322239136	0.38525938157110706
10	0.6598998053605678	0.1946658194727129	0.1742311501584164	0.018305527134210187
11	0.4774133744380489	0.3190195105331143	0.9189434562351961	0.735160213020078
12	0.08748726297000342	0.8422881264909562	0.6411991968213582	0.3939646756813714
13	0.9152943409818547	0.8455029210941342	0.4320904824288516	0.7977467376908931
14	0.5463532187957377	0.5525617077598441	0.343397429593034	0.7571467156804437
15	0.1816475373537345	0.825445653265458	0.507909776788323	0.3562379470941194
16	0.969258262749668	0.30963922903679764	0.9080952677406532	0.6191486970715439
17	0.06581520592147583	0.6300142828700064	0.8926218676705091	0.5964402097076258
18	0.04438505584498398	0.23220500827928459	0.14830885580126663	0.8408316647484843
19	0.9373692910809663	0.07831192820771249	0.4731879391835839	0.7325800228654149
20	0.9915641896400729	0.09731526100997268	0.1227765701718957	0.9605154070503402
21	0.8263195429177698	0.5724607036004892	0.8518931019539989	0.2223017267543962
22	0.8523790388537905	0.5821596187724402	0.84018118432082	0.7823711912416885
23	0.9843095387675947	0.5009394400911953	0.6955467098493104	0.9003366437876297
24	0.6191858685636078	0.8193679690424587	0.41657801551350526	0.7023561103439376
25	0.5042648680635183	0.6792232930040399	0.8148177243197707	0.5636603489256077
26	0.6878688114077716	0.894432918545472	0.00034319115949210666	0.6117587857732995
27	0.41089985477685165	0.6741881741374887	0.6904044726439185	0.49956085701474795
28	0.9565083885831224	0.1631686058027041	0.38837205182177326	0.8600132944430124
29	0.5861906573724313	0.4398874386369741	0.6137868644741189	0.053822451858361764
30	0.4204832658046921	0.07897898685044846	0.6357992775196707	0.05325336214508469
31	0.4148348894953642	0.044538211703265995	0.20997327417635414	0.3993599618027003
32	0.08612613741850628	0.8432938121465638	0.5581878953372269	0.5128875889883978
33	0.2633906184483601	0.19059372557362153	0.008007667785665862	0.7062165600121905
34	0.9618384454942936	0.9904800988916248	0.13604073117289006	0.8932657931399584
35	0.00985948194764219	0.7253584720493437	0.024875591353267	0.5465244360643168
36	0.9748020923808927	0.6206667478059656	0.9777593437751724	0.38309595469796487
37	0.637615307074592	0.4119069053091783	0.3029235186728003	0.2764640717341229
38	0.8908241753853581	0.17437312385103965	0.06438628413093983	0.8822621671489195
39	0.041059295735804247	0.3650090830764937	0.43661640312990635	0.5441377935166467
40	0.10294890061318462	0.7456250202507955	0.471655793485961	0.5840817572090368
41	0.6049305397149621	0.6830441728045487	0.6334542905343542	0.144339885317183
42	0.2020141333254768	0.2170115901912426	0.39357102206032657	0.9541223269275626
43	0.269687554100947	0.39689377775658163	0.20792747060363503	0.1555357194681246
44	0.5389124210082693	0.07323405393640703	0.43962330864082344	0.1917955626586283
45	0.06884222903566606	0.659846671776758	0.08540331538022639	0.7932449603154538
46	0.48477078266299434	0.9273594821277977	0.23428291618192587	0.8450823455570897
47	0.11086830890525812	0.5783403560441661	0.49611007030865584	0.022961154923629823
48	0.49974562522504595	0.9798215169692644	0.8758911340926058	0.8204926349428999
49	0.7638485524590446	0.22688431880829596	0.7862994241746355	0.3733960327784547
