	A	B	C
0	0.8987380337799359	0.23708755684073002	0.8168909192511744
1	0.4196654392793111	0.19701535922785574	0.09600443334643116
2	0.0030491680901039153	0.6500040601482227	0.13392748656717457
3	0.4351200347395564	0.031037482747505063	0.26382993510174635
4	0.36592261667656645	0.8827886941616017	0.03773526898130253
5	0.7142082919311571	0.5041959046021146	0.4426059594173851
6	0.46378632801737674	0.8046301153341168	0.2553589687318909
7	0.18093177265470806	0.3593395209591628	0.8176302876936515
8	0.6158362278889415	0.11271923879653478	0.030973746718373163
9	0.7331932938372832	0.70470592262555	0.25286352836204884
