	0
0	0.09879199740799513
1	1.677668109108821
2	2.923848871938985
3	2.152685894832208
4	1.5401068087639063
5	1.638257813675284
6	2.0152651517683613
7	1.4478489646537844
8	2.6771659399211543
9	4.714925047399934
10	3.477485030530389
11	3.745025435051771
12	4.807122686975288
13	5.205185674172019
14	5.774794082754328
15	4.974153711253526
16	4.250331244155926
17	4.388732790093314
18	6.397942031860737
19	6.944526748608812
20	8.239187936807626
21	7.728122607427017
22	5.993791906393296
23	6.503658318838416
24	5.811293976820216
25	4.549686476877888
26	5.606269012009166
27	5.877780868875423
28	5.630997576528479
29	6.865100335606043
30	7.176446436778434
31	7.27690464377779
32	7.890485446780982
33	7.692592203303886
34	7.8875810678066465
35	7.725906063523633
36	6.879218975622231
37	6.489624007921291
38	6.820597455978744
39	7.082366800269192
40	7.95634894948465
41	6.823303762639428
42	6.976563939789062
43	6.623910474854309
44	7.433579286757761
45	6.719686621336143
46	7.9524471442321305
