	A	B	C	D	E
0	0.49677534110636035	0.23220474943723746	0.6865989203274424	0.3470154987238693	0.5419187427556351
1	0.37738014261309594	0.08559680420006044	0.6093464259182835	0.8574329206315607	0.2567912038712681
2	0.12735635543918855	0.46565940432059694	0.8469137014409884	0.0701311372852298	0.26727880476832744
3	0.666132756353834	0.11821806056964401	0.003885730538829235	0.08168581247618101	0.7479207090804066
4	0.574843363073396	0.43467135617000296	0.7092900321510809	0.04274403494464518	0.9416062213909129
5	0.4260323432199341	0.26831692813077745	0.5976964081727183	0.8789033898257853	0.3937493047844097
6	0.21926804975598713	0.8048410051612704	0.5151362360758281	0.3613435091218353	0.9153166954439581
7	0.32715201095207325	0.5375249220938171	0.39898250023827386	0.506396020964694	0.2821352505838014
8	0.6027349674315334	0.9462782354538984	0.13044243382594356	0.5622350615165219	0.38747376197614647
9	0.6633435311891102	0.8105925625023618	0.9139860611623898	0.32147616533988177	0.5201791593357237
