	0
0	0.00969592726262664
1	0.31898950535662546
2	0.3520040815613097
3	-0.8986659862964086
4	-1.4958518950165773
5	-1.1589804687372096
6	-1.0290799205137784
7	-3.0848345088354137
8	-5.036003612247569
9	-5.256490443942985
10	-4.441192217433175
11	-5.011593346719698
12	-5.332757957335701
13	-5.175648613995971
14	-6.681927676387509
15	-8.03832290343276
16	-9.40137217329859
17	-9.71588887568214
18	-11.522134991681657
19	-10.517060308797653
20	-9.74927809525106
21	-9.93385536644624
22	-11.71355371804047
23	-10.627637934688655
24	-10.160806370006533
25	-10.155664831779136
26	-10.527614307630534
27	-11.29477198262752
28	-12.104882813028079
29	-12.439853143474581
30	-11.857014113390578
31	-13.71669199830773
32	-14.399753393545211
33	-15.296413963463179
34	-15.938101422455219
35	-14.935655525021472
36	-14.236179440073423
37	-13.359359841257533
38	-12.192771830111957
39	-12.687935601922534
40	-14.6470441616652
41	-13.763114024604423
42	-13.351588864716105
43	-13.11781708224007
44	-12.930198824522686
45	-12.854375913366423
46	-14.223641358131696
47	-14.760285671783905
