	A	B	C	D	E
0	0.8925615315945378	0.2123112407717911	0.7008948208507627	0.6885052500294658	0.8558982380729105
1	0.6849581343244828	0.35653361732212274	0.6426124573232828	0.545775907847345	0.3665630261051518
2	0.03633088553373609	0.3994052740000852	0.3541588281422522	0.24781578636408197	0.06901404893612673
3	0.8106861648415443	0.1765218783640733	0.4425254702467182	0.10415118860924599	0.2865335376536998
4	0.4039177614542835	0.23601921853938235	0.17719280532505666	0.16018283157812696	0.07602670962048785
5	0.6246546895577166	0.27509482857155276	0.8620182266246075	0.7639407387712512	0.5148495821854577
6	0.3993131589404686	0.16742467676611084	0.29832592126129465	0.4640662163692738	0.05916072932084604
7	0.7946829047375262	0.13401450187799857	0.046737109178494274	0.3054335904691011	0.9328246708316849
8	0.30280629392310354	0.10866609583126807	0.7245263760192276	0.8684002113068118	0.3425748742486632
9	0.6805391606002711	0.2740010095615124	0.5986986257139246	0.9239196971697711	0.614837587347681
