	0
0	-1.1218892505482119
1	-0.8982642025495899
2	-2.2230111837814635
3	-1.8415666488418423
4	-2.109872603011774
5	-2.1963428655615207
6	-2.8790678247115897
7	-2.180863470992747
8	-2.351997273038521
9	-1.6743415884627564
10	-1.476746555100136
11	-2.62871808375081
12	-0.6661292158729832
13	-0.8422661149989425
14	-1.1477539868542617
15	-1.6750004927990427
16	-3.3724945171753333
17	-4.42663484973852
18	-3.6879540984566006
19	-3.258583737554444
20	-3.941292929919172
21	-5.418648356496678
22	-3.9188729951651986
23	-4.896625879945451
24	-6.2051867883588026
25	-7.522472439290486
26	-7.575107527805131
27	-6.569505619414375
28	-7.539958043281983
29	-8.537930820204604
30	-9.45177040436001
31	-11.101967127491669
32	-11.350954884749564
33	-14.095682402107876
34	-13.347602269285357
35	-13.020218963726958
36	-12.903848710979059
37	-13.683207699039679
38	-12.948428965295182
39	-13.556183914000098
40	-13.691329708002723
41	-14.821276788141105
42	-15.861113994740432
43	-17.890780018211732
44	-17.05270125441736
45	-17.211079141582793
46	-17.314985104404396
