	A	B	C	D	E
0	0.7879636032154829	0.56828806993232	0.8570818754037488	0.5481008414645674	0.9078093371700304
1	0.013801116261281998	0.27679374225392617	0.6030000976832406	0.09365326942548902	0.5132717504862211
2	0.670007497317918	0.4072575112066231	0.7710977803665439	0.9445496385936557	0.4266853335758566
3	0.30094161221871885	0.4942173126238555	0.24726120762309212	0.2695239743560691	0.37703669932323425
4	0.0738729402129985	0.7148622741239435	0.3556174456978278	0.7747757855966785	0.6650654933949157
5	0.5519981936188117	0.8139025269951389	0.9369835472760051	0.2098581399195154	0.5040650585125664
6	0.2676569192160225	0.65972015286973	0.8853270005295059	0.9077359793415195	0.550034621748416
7	0.23713366349702503	0.36742141698277453	0.012161709069393623	0.14512906456329266	0.3035741996847605
8	0.12958563073326956	0.2734010617427678	0.13038981614522127	0.3389046894475678	0.6597996022248139
9	0.5655852078453646	0.32182213198910536	0.498926178462585	0.3498319761304661	0.7967104063898507
