	0
0	-1.2495646517464782
1	-1.6731043259530392
2	-0.142490913511105
3	1.162815077446473
4	-0.6933596073461208
5	0.0013296940224152287
6	-1.1285702229133947
7	-1.042814045736717
8	-2.0101311854197
9	-3.6603054432516595
10	-5.081585572082388
11	-5.163486242827389
12	-2.986170258698197
13	-4.159950388115015
14	-3.9771338511947723
15	-3.2035652472995286
16	-1.5998734830030095
17	-1.78210041948248
18	-1.2302936939965075
19	-1.9890137329376798
20	-1.4706231123512137
21	-2.3762981867792874
22	-3.6574798063633205
23	-2.6403319266803478
24	-2.842119896367112
25	-4.808943524685093
26	-6.074032164272573
27	-5.5317876356037825
28	-5.232882833353799
29	-6.098620066774881
30	-7.1656380200547956
31	-7.611565657339536
32	-8.014543573843037
33	-7.718799575267697
34	-7.185298169889722
35	-8.75078485975188
36	-11.043760984927275
37	-10.944014593197362
38	-11.846407434344336
39	-10.59259934935426
40	-12.083437270342603
41	-12.389560649071456
42	-12.9372402049366
43	-12.21099110496171
44	-11.747927989799383
45	-12.357728332006948
46	-14.281043461474095
47	-13.230785292251657
48	-10.697104046874028
49	-9.965000596832283
50	-8.722958429608088
51	-10.84981720481804
52	-11.70612222302168
53	-10.681789425642625
54	-12.373377715393378
55	-10.841718092853089
56	-11.333982469507907
57	-11.869644122020258
58	-11.898407151808117
