	0
0	2.2455311978885164
1	1.1035768109194894
2	0.7326409862078637
3	0.4697849611139415
4	0.06352859360987706
5	1.0948540046029964
6	-0.4386336035216891
7	-0.316094894641018
8	-0.7305159840483904
9	-1.4814529397728677
10	-1.512024533440654
11	-1.682377215890154
12	-1.7919860081302115
13	-1.689470045714988
14	-1.344833039564562
15	-2.468810880980577
16	-2.85971926511169
17	-3.7816193081707237
18	-3.6288958718308613
19	-3.7271146683209286
20	-5.046371601108383
21	-3.122587532948329
22	-1.3971067623493192
23	-2.2094394685589336
24	-2.649173225382472
25	-2.6357221929499883
26	-2.30010316913296
27	-0.376872123227453
28	-0.016744460161094987
29	-0.11592695615730461
30	-1.7019543498715308
31	-2.869544418872985
32	-4.437809411127984
33	-4.622015783355357
34	-3.7832501579286166
35	-2.9147660309232832
36	-4.072129133284175
37	-3.3238850598934975
38	-2.808770967247919
39	-3.3153744047375144
40	-2.008260990903044
41	-3.487641766061148
42	-2.4441505705247013
43	-1.7089838410734832
44	-1.628600818013777
45	-0.5728270867777803
