	A	B	C	D	E
0	0.6060622084784377	0.710249806440642	0.6214760391016088	0.7045661898419486	0.06229924631118822
1	0.09472274156397875	0.05242939224211629	0.8735858198253363	0.6578747042200467	0.03799258588421306
2	0.6614191203655915	0.6870979178990619	0.9524317093409953	0.012397265604394692	0.9611803945973719
3	0.4233047538169392	0.5947505895143638	0.7624341077269656	0.8469103973310056	0.8286945196307971
4	0.6169489722940763	0.4544091785151835	0.02651152766618481	0.9693577415024257	0.2694366965587469
5	0.898343655050696	0.525743757915413	0.0421896905208311	0.10214289485795469	0.07191600469218418
6	0.7790551801143861	0.35355859852298555	0.28173602174150725	0.5238051990278962	0.5041970611738171
7	0.5893652267521344	0.32902283424592504	0.7306634618772396	0.8640669703971254	0.5194150154104678
8	0.6788209109230684	0.746989557390208	0.7694702323506206	0.5694994979325952	0.3507046376882671
9	0.9674933413080615	0.3941550021191188	0.1993449374214894	0.39290746392405596	0.2204624065006877
