	A	B	C	D	E
0	0.04464164191711062	0.12364032073919984	0.09942433540196949	0.15855912477046974	0.2182306188314016
1	0.5731522180523286	0.8080499298216215	0.7616809416489435	0.6923560694807982	0.22332922681885814
2	0.7999547692134107	0.7048154163896513	0.5886297200919621	0.07746475642266426	0.49836014881396606
3	0.7041631150038559	0.45491316774935475	0.7795820850485503	0.17998759526369845	0.12531482375027947
4	0.390314319020057	0.6632106119959518	0.0690473756104848	0.4616658789465573	0.24598743793159872
5	0.9056239648677246	0.23567673151397917	0.9496973154156783	0.8503577269849082	0.8735389783266647
6	0.5085727787270439	0.8626012403517228	0.7687425069100097	0.8188287652906532	0.7328136449832686
7	0.4497147646551598	0.4709176459596871	0.23960015327259798	0.7224074129024851	0.8754434448710962
8	0.04322430306052949	0.7258963036398585	0.15327765026683804	0.09097600168570641	0.7479457539351212
9	0.39390266696707776	0.5271501909398175	0.7275363832914422	0.33505765482997607	0.6981650080912368
