	0
0	-1.427414320445495
1	-1.590632832561963
2	-3.246167825278297
3	-2.599869737885329
4	-3.3612314428291925
5	-2.6148254468235024
6	-2.48037419357417
7	-3.4946812856037894
8	-2.216366913755085
9	-2.83164842341649
10	-5.035736590085745
11	-4.110667238535734
12	-4.851715269433189
13	-5.745725401272815
14	-6.350526867332986
15	-7.458496659881629
16	-8.975331440274829
17	-8.68032008289918
18	-10.034413607631109
19	-9.34996045436031
20	-10.994128128583863
21	-10.149801198817405
22	-11.994215314275989
23	-11.056576860004242
24	-11.270712289803235
25	-11.732112545971495
26	-12.056169466570136
27	-11.26999981903385
28	-12.177983941649892
29	-12.790227666965684
30	-14.536285701615823
31	-15.400594495014948
32	-14.546827952873912
33	-15.586476924346824
34	-15.760407575338245
35	-13.758027042550445
36	-13.12500963117003
37	-13.210086513174742
38	-14.46588062555701
39	-15.014430124757713
40	-14.578220735142663
41	-15.323076045661992
42	-15.898098050189834
43	-15.56742333169122
44	-16.15622686287241
45	-16.275711244795314
46	-17.595364661584806
