	a	b	c	d
0	0.5332403878402051	0.4336949593171505	0.8108494621563633	0.05888675590931047
1	0.9117927907530053	0.5455182513762672	0.15908487365661372	0.8839450259279348
2	0.6272085806644138	0.14365552240762924	0.7010508339199537	0.9371447567452931
3	0.12266312286933767	0.14152305573230417	0.5181101960993689	0.6791809153667296
4	0.6208822577624413	0.05158776782081165	0.7229268496771004	0.3508237732035846
5	0.9365684011177909	0.6654048843949492	0.8933401558738537	0.6918482070147247
6	0.7076325110696133	0.9252840482884784	0.2800407752065437	0.6171946988910729
7	0.27020747282536006	0.8749156384654172	0.6829498502538193	0.9710377727447252
8	0.9278239368611451	0.32527895511789295	0.23398005099246744	0.9119416288327222
9	0.5096559020828416	0.16241633524734744	0.5689794685550968	0.08381923323628526
10	0.5201713204375475	0.32843331821675537	0.14846467589324552	0.9128750146911778
11	0.449414044651091	0.0987400269640627	0.8906645818788516	0.3405464634947063
12	0.9540123932642622	0.14748405961351996	0.20925737646916476	0.8528047363757842
13	0.269827281732159	0.5970298759308175	0.5357181653535349	0.36805057938026564
14	0.10017334963466618	0.013690837095812203	0.825759086044363	0.24542129327009032
15	0.3131689593095319	0.2881539576019634	0.2558576829945828	0.2836247558171272
16	0.4134330834164087	0.9545325798368373	0.08619756081179719	0.7854714807251495
17	0.23614862608155973	0.04584347984315973	0.07265987208520308	0.39529450589678217
18	0.48913521106542324	0.3800776691928812	0.03772580891488497	0.37705584152744354
19	0.6203366977169835	0.1633646138037249	0.4861782839923431	0.9180239575587388
20	0.2625625212081908	0.18036260219754152	0.08071107692910973	0.7911738445853821
21	0.61311608686325	0.9545197322731709	0.724380206963336	0.6191098672444629
22	0.5560848460272266	0.4478240433015963	0.4893533687201276	0.5229347943892976
23	0.28081927658211736	0.30498961920888246	0.47738512383994125	0.7402708032913472
24	0.328370882978805	0.8942085920937729	0.6777148311199696	0.5958955296767204
25	0.7520132193537318	0.5425202043821254	0.27653344459673834	0.8243940047875175
26	0.8260258875607316	0.7809482877973183	0.6629472864526254	0.5465171119268446
27	0.8712647090920904	0.0023752261216385406	0.27044133074382115	0.5474662989674963
28	0.20641549788270386	0.0705324206598762	0.8194064593420699	0.5674601007271031
29	0.7406012667255205	0.41144189845474755	0.9863973910932041	0.9899552482404352
30	0.3274662616834718	0.8804164230944547	0.8581333312620056	0.20974392193261493
31	0.7809990755775019	0.2366235330210038	0.8162481114663122	0.9472233389261233
32	0.21517158136000203	0.6177555925435746	0.5676389356441811	0.0015217003448489974
33	0.8693998545483124	0.7608538348191383	0.7522544444067616	0.7585266636455934
34	0.034947552838031415	0.7264084554230362	0.7499686747383704	0.13081110745105173
35	0.19342008154867152	0.8690130616544135	0.9805325958852691	0.938335382604264
36	0.8153772951169996	0.08919330018467653	0.049206485538676015	0.31049674425509555
37	0.020585939894062766	0.23543700662585276	0.6607759125729501	0.9924958475680973
38	0.3408141833235956	0.03574504295758574	0.4457183786299541	0.600433056120673
39	0.3029197304705167	0.803206978373605	0.5144771404382038	0.3626606859208038
40	0.612945443368375	0.9671371132636803	0.905326727739388	0.2373889683051278
41	0.7535815062028676	0.791714371929199	0.07684708921036798	0.3897331326576319
42	0.8715019173705358	0.9577081606776225	0.05159989256443087	0.42419019381158485
43	0.3503257882618087	0.6180593568555912	0.5041356086761124	0.614625866492533
44	0.5972423207359734	0.5232315789361155	0.9268446901070703	0.8810516269539356
45	0.6880471540840146	0.07387177871097694	0.05337625555848835	0.5160767962273048
46	0.2785527832350069	0.5077247556125896	0.21804384410363942	0.2390360793783629
47	0.9973379090276312	0.7042548730216448	0.6631358353615168	0.5969498469815147
48	0.7300474974639717	0.4695965906070676	0.33795012711939965	0.387848558742651
49	0.8395566318095156	0.9901620236842273	0.5017486831523728	0.27352791921620756
