	A	B	C	D	E
0	0.07144440680915176	0.9089780094034969	0.4649045341820065	0.8781444002681706	0.14118653109610535
1	0.35342131573465085	0.4572199218627022	0.25173050398163876	0.04981040543804027	0.17867643623354101
2	0.41496753849204393	0.19248761785268387	0.8467681994830658	0.9019365903388142	0.8671259515074133
3	0.43221991369095136	0.3362417935292997	0.944285470523321	0.03035507182596886	0.6940832843928528
4	0.022911409609302935	0.7636073732945485	0.01612412968509469	0.22536570049132432	0.9525178014647864
5	0.5535664023601327	0.7082018859775812	0.8005866942963353	0.5523017607406658	0.31805516746591944
6	0.5701277072300819	0.7817643218702885	0.6837917147014203	0.5386987890004987	0.9188710837631722
7	0.13632083414352358	0.4675341062444319	0.9614020076543638	0.08927825412543378	0.647489630008882
8	0.7475569951522024	0.203526917676649	0.2720480636982251	0.8499976766582855	0.6829174801948588
9	0.5290436942673165	0.15688403341345947	0.6948297028346015	0.7261982888197096	0.596919052379023
