	0
0	0.4182251046451074
1	1.0222367666076737
2	2.0014956752310087
3	1.553907865169013
4	1.728833264463352
5	2.5462590180239735
6	1.987263799582074
7	1.1907660354091116
8	2.04898724374012
9	1.7656605110715788
10	2.9616180165755512
11	4.732948919350732
12	1.9346003538181695
13	1.6206276715672887
14	-0.1926577971956427
15	0.6759994156337327
16	-0.21696692593777733
17	-1.4135860060906602
18	0.9141210874073817
19	1.369130235656616
20	1.4256833124188193
21	1.1422921578487057
22	1.0994326231537688
23	0.08809851094021881
24	-1.1940330856122776
25	-0.9440004116229753
26	-0.44778299511474334
27	-2.212004468696374
28	-2.143483724605994
29	-0.3095730344014387
30	0.2457932342616005
31	-1.107704944263634
32	-0.9122382199520411
