	0
0	-0.11987377599767951
1	1.7053366904477627
2	1.2682952927710454
3	2.3052227644490424
4	1.1970166920869885
5	1.7339266860600486
6	1.2640051935290137
7	0.628904291291756
8	0.3027199924252693
9	-0.24769304452103197
10	-0.2717424310730975
11	-0.24499933426081733
12	-0.027892299739529225
13	0.021609613968848383
14	0.5088132882694801
15	-0.6764634529169188
16	-2.4852094381285363
17	-2.099136924628484
18	-2.3016648735072534
19	-1.0426192946333095
20	-0.8747147960377322
21	-1.384592229201496
22	-0.2369550224286947
23	-1.7729314211058793
24	-3.1547737364423334
25	-4.202601979233034
26	-4.432349338552191
27	-5.215207852448958
28	-3.4383452320178116
29	-4.335659509560361
30	-3.6133619747013634
31	-4.10869161176228
32	-4.0552173806974094
33	-3.1204769485547894
34	-3.281331770931203
35	-2.8381989712549145
36	-5.0213994174724625
37	-4.848290167376498
38	-6.874546060955122
39	-5.657635282692917
40	-4.611332423313294
41	-5.171255160249969
42	-4.523616169207994
43	-5.061842492928221
44	-5.464457512455972
45	-4.174337510127588
46	-4.960650180362938
47	-4.661904324331958
48	-3.775454439385065
49	-2.697175606832494
50	-2.387669341522941
51	-3.5787348987453953
52	-3.0960774712956973
53	-3.792884449835798
54	-3.444181697642491
55	-3.2494525371171683
