	a	b	c
0	0.6800978516572551	0.7222805346465722	0.28808556102892213
1	0.5955607380848789	0.38112050148931875	0.7355210618673808
2	0.830893061208661	0.08481481512503097	0.9765877909356359
3	0.9703313367497506	0.1396156185729267	0.12497308176276112
4	0.35563786854426616	0.8338126426117243	0.2036702129411213
5	0.13200236955435685	0.8131927971463608	0.8342415055668586
6	0.32909163089214855	0.6298201419862275	0.9793815589958716
7	0.18166300967093874	0.35142574443985664	0.5493173183081178
8	0.09992346403670249	0.8941576922116443	0.6920725731829929
9	0.18132102058600497	0.6170325954061622	0.14388828416945965
