	0
0	-1.4651419358934807
1	-0.5356988258426865
2	0.27756743040541065
3	-0.30204590167797984
4	-0.2680185251773349
5	-2.4122356718176188
6	-1.6689617519536564
7	-2.174215810725997
8	-3.760672014617675
9	-3.147702069333692
10	-3.776171242727996
11	-3.316541998839064
12	-4.341616822371067
13	-5.121217254282763
14	-4.603393257007053
15	-2.845314411168058
16	-4.821411691565671
17	-4.135342567362525
18	-4.72881882760603
19	-6.870276501077253
20	-6.8395178643534935
21	-6.760005748435132
22	-6.9923056067589116
23	-6.5822355465900735
24	-7.039149180868384
25	-8.15722447613767
26	-7.85609764674168
27	-7.040158463421257
