	A	B	C
0	0.3887138639094827	0.004680061013279779	0.9049528045002446
1	0.6609837024221582	0.8902383065108443	0.010984434647821173
2	0.6201140384280459	0.8323032878761932	0.2917967189772437
3	0.27465894550723324	0.31640999760063826	0.20004161141750265
4	0.035219253266039585	0.8130226687194553	0.6667163417871803
5	0.24851308252092963	0.5799320978901683	0.7644984315060899
6	0.23244933692940273	0.7455734495437689	0.035624234163252444
7	0.779358603568687	0.870900917443094	0.9111213964124802
8	0.9032957605635806	0.10091124608259827	0.82060885055266
9	0.323314323413477	0.7831082654363455	0.09823396141829954
