	0
0	0.6702299887661075
1	1.10912196413724
2	2.2962312892665957
3	2.232366317717202
4	3.196678714953221
5	3.7703059459569666
6	1.9736909274239536
7	1.9156105685049662
8	2.6097646725840473
9	0.971395831374396
10	1.8387371339464593
11	1.3216050396558447
12	-1.2169085445329602
13	-1.4205140696248018
14	-0.05074182671244443
15	-2.4056866886238604
16	-3.0323909281994936
17	-2.545741975378406
18	-1.9991429892284307
19	-0.9324971766631358
20	-0.30754075276844883
21	1.1004614637875947
22	2.3814679847450266
23	0.34238489403194494
24	0.3506862813491934
25	2.61133198591861
26	1.6256085858588105
27	0.9038600855450765
28	-1.1679377201155707
29	-0.5346835276535633
30	0.4602838967839754
31	-0.4189126639601155
32	-1.692318699191602
33	-2.3293574472739436
34	-1.4696985280909831
35	-3.6285161219380377
36	-2.771488236575936
37	-2.6429886548901487
38	-3.4940154836949215
39	-3.893333623471161
40	-3.8760215515523755
41	-5.935220080909398
42	-6.344428299600918
