	A	B	C	D	E
0	0.6322245280136314	0.45218627773168407	0.019923746276633514	0.7776543723573498	0.9368305162034121
1	0.26398108106907114	0.18785338485527703	0.1813049184737312	0.7913557867335369	0.17173437077546694
2	0.5209333104823474	0.009164535692695819	0.13592640764877362	0.5405850836566399	0.31432097979499063
3	0.5859382048677153	0.3966579624860047	0.46445906443885787	0.00988143656260998	0.3549895809088671
4	0.9669910211758364	0.7632800029711382	0.8108913196275076	0.4799221379115348	0.9554348268395106
5	0.6287160735983045	0.7137423779158875	0.9238567039599019	0.8566990751133917	0.5099870502913192
6	0.2798052217149627	0.9686669234554257	0.06813811480809973	0.2574733887043934	0.6695285135076974
7	0.5414459009689174	0.5049759650857182	0.1953641088200383	0.6158962968710746	0.9729646024869114
8	0.8199591711501868	0.026780739142371113	0.005220183404643475	0.13161020822815495	0.46068512813497653
9	0.663752296706564	0.8650579299266423	0.657113094597661	0.4125060886360762	0.7879305372443718
