	0
0	0.2897982603545434
1	-0.08984441107629343
2	-0.4063318992882831
3	-1.4756673537892948
4	-3.4556778399679047
5	-3.9120627615282517
6	-5.591678984525496
7	-5.751278967651964
8	-3.5583798210775974
9	-2.7311969939049208
10	-3.480078068085833
11	-2.7466874645967128
12	-2.5059034333276893
13	-2.3949110777854044
14	-3.228453453300278
15	-4.083038467171777
16	-3.626179175836224
17	-3.6730384333915436
18	-6.784191002784158
19	-7.077836606100143
20	-7.736257514901298
21	-8.035355943512492
22	-10.281988200919644
23	-9.63617747382408
24	-9.608728073126343
25	-8.13036714293445
26	-8.19588478579626
27	-7.635743016596443
28	-7.499028084839405
29	-5.232535935217321
30	-4.747162936791852
31	-3.7240129502247337
32	-2.6229055862909836
33	-2.758718710001197
34	-3.6050174533833546
