	a	b
0	0.5050851613655591	-0.03142609083434502
1	-0.1419667478034916	-0.8495644047732116
2	-0.4787477386995411	-0.828426133680331
3	-0.19830085523984997	-0.17208115114216085
4	1.1592113289276424	0.6535210755023693
5	1.4802832166312676	0.7804729460454819
6	0.43072860304025595	-0.5531767122190153
7	1.77733258024011	0.1345693892896523
8	0.3131966003372223	-1.8965655590491572
9	0.6033092210659217	0.37323620528647244
10	1.7111617466068287	0.48337294174988205
11	3.539061833340468	0.6631297656733748
12	0.3440985947819638	0.9423018618993477
13	0.3752838786063015	0.5496841159263158
14	1.0862313211682644	-0.2598980655414605
15	0.21951370168803497	0.4184833278712813
16	0.3804136792263809	-0.16568837293338526
17	0.802128330403762	0.30345392137936583
18	0.5677566878721225	0.059936554751907296
19	2.031029387779803	-0.3293564864245041
20	2.145428213485995	-0.9433061890732172
21	0.06557310301490549	1.471536701529555
22	-0.3398841909332764	0.7525375688661936
23	2.20433941554216	0.956876180351028
24	0.5317320906046484	-2.786405637076148
25	0.11887503607807615	0.27789468818814894
26	-0.3796295366136715	-0.4331226656919003
27	1.905813127095406	0.36439122581943567
28	1.114846763102656	-1.414743313787937
29	-0.6109189204425338	-0.6329765053312565
30	0.6716541573952743	-0.22874188777971577
31	0.4547658929374583	-0.8734888714611171
32	0.2953193231246066	0.4153706611283379
33	0.7921549681069135	-0.9033213708495514
34	1.2909680406069577	-2.177971116029091
35	0.7576361117988275	-0.3841097152837821
36	0.08457401378146678	1.114194232856468
37	-0.9286308403854056	0.043241993344476475
38	2.1466736870014556	0.7764147881780321
39	0.6534458885161254	0.07349742727866608
40	0.3945863364943837	0.1467211345572754
41	2.5418303558410145	0.29516549582545465
42	0.6811377044093824	-0.7196721740833725
43	1.5400743394440384	0.8584764986808305
44	1.8282587938492356	-0.5353780532623929
45	1.0440391337997348	0.9251447704651183
46	0.053912762129873504	-0.47419821026132963
47	1.00154501364706	1.0270418022505525
48	-0.09925714028958632	0.737518142157997
49	1.6103836325023848	0.24202967903746378
50	-0.0660245062971303	-1.9501386497398223
51	1.2398060157001634	1.2674075729102467
52	1.9068216611397162	-0.07984129821847755
53	-0.003828500805163282	-0.5091996653366156
54	-0.41161741244347105	2.4758118652656926
55	2.23497697888749	-0.026535576179353905
56	0.6123803643910017	-0.947133398174078
57	0.4615416738405782	0.4751114884812734
58	1.3251476120036068	1.1672606211685088
59	1.7947426448817465	0.27667788373235214
60	0.8261861998530996	1.6957288322441775
61	3.4762067423280514	-1.005252727262976
62	0.273568704375585	-0.20106140232079092
63	0.2757094487847094	0.24400625030596296
64	2.170886995730757	-0.08160341730834339
65	0.9040086610538433	-0.6084490346154622
66	1.3229695616304102	-0.23017796917534145
67	1.961980214233403	0.048457235838904864
68	2.1502954894435353	0.6655395829966554
69	2.1569535059048373	1.0015199127887136
70	2.453098525618562	1.4309195519238918
71	-0.018538535931763578	0.18100512947909322
72	0.6424846937220148	-0.045239522819205256
73	-0.5921525341797593	0.2064973209088468
74	0.7620088844506665	-0.6620423488142225
75	1.027503693737968	-0.7340882410870654
76	0.027209607820004256	-0.6240890365395647
77	2.1632849480475813	2.0207800385209365
78	0.8468663602114151	0.8282838642897296
79	0.8472457306735368	0.5520212544186679
80	0.2536255486331026	1.2400038538740086
81	0.44999483547811836	1.1060293691398972
82	-0.018362222102672243	0.46010025509391655
83	1.8117664208547035	0.38758230329828414
84	-0.4197045720047605	0.19722953397925086
85	1.5871959931074544	-1.946490315531841
86	1.7078132841680174	1.0370237965496707
87	0.2901761651041447	2.1250630523667318
88	3.12851840112734	0.9739586001867379
89	0.5395513278790585	-1.1947966634243083
90	-0.10661501851833832	-1.2974114091460471
91	-0.1654208818700389	-0.5748616556578571
92	0.5377902072267366	0.28300182556764536
93	0.49200660515080585	-0.48433133419659613
94	-0.7645378832559466	-1.2424249658024065
95	1.4167658895008537	0.3322906604221205
96	0.18346694757053106	0.4600058267371568
97	2.764634572087013	-1.6127854366896401
98	2.0429625388493395	0.8565249088924198
99	2.811463131564383	1.258063654632086
100	-0.2345564301765546	-1.371222958929362
101	1.9203868165712117	-1.8987698418726624
102	0.20782957475361052	0.7449213853506741
103	1.1088882997449199	0.11393969166451161
104	1.7938011486103704	0.2377142791606807
105	1.5074694403140803	-0.015807365382245156
106	-0.0515604786874615	-0.8655450616603773
107	0.017406846876415027	-0.22517882484943236
108	0.6617498395880812	1.3669915795041367
109	1.7148322273315397	-0.8929211974877479
110	1.7643935450940644	-0.17518192351781856
111	2.818283990902035	0.3426002049004576
112	1.4354489781996096	1.3657348645880512
113	1.1363926869270236	0.4900730201819617
114	0.3703018925667402	-0.43715979096894814
115	2.0239483848886746	-0.03962706993361834
116	0.004851012333624172	1.5556303788528971
117	2.3101595371895103	0.08255429672902444
118	0.21597967386233075	-0.6777730902090728
119	1.8394884055754996	1.2574306320887605
120	2.274454382103433	-1.48972812595104
121	2.017218102629898	2.495195395761721
122	0.2553314544316838	1.9416021993010353
123	0.4484843306823648	0.41606411102598206
124	1.1733901597326621	-0.15077477436572026
125	0.7068017093443315	0.5245837529341436
126	3.037456246193996	-0.31318391802653334
127	1.9442515058188885	-0.8945807068714565
128	-2.1883847951381536	0.6463141887394984
129	0.7031005599812739	-0.42871455483613097
130	2.9905737578464047	0.05115591965679198
131	-0.5458900674220384	-0.5910693680977158
132	0.6200169363105044	-0.5091254757176628
133	2.974193719700306	0.36501372796112747
134	1.4306223011013124	-1.9168274863355668
135	2.4869819979049623	-0.5535217308647797
136	1.8685142381356168	0.7923934250603264
137	1.3437957969435903	-2.0421098078888003
138	1.0371588145842028	0.014666144079324855
139	1.4759971463893065	-1.4718192265444994
140	0.469824493646412	0.788298604476571
141	2.001234505278816	0.44727838555376986
142	1.9963062458205316	0.9331841849697987
143	1.5226137048528505	-1.2352515727508848
144	0.8289200104615796	0.4759945542984505
145	-0.4050275594622197	2.732264254470134
146	0.5208544415081319	-0.2686658085419118
147	1.1951033903833275	-0.48134771736550863
148	1.0337249801642747	-0.5696149036270302
149	2.6134625235466458	1.582432277634578
150	0.1440641016994435	-0.8711247235486448
151	0.4294910608366528	1.0364717871840552
152	0.42380234890424995	-0.24404439613564852
153	2.6871925800178698	2.1967706832529648
154	1.1293732230716034	0.22420152518482456
155	2.7357658927478505	-0.09491267750057569
156	-1.550203818874869	-0.8852784985862574
157	0.19058781527431656	-0.756643696295159
158	-0.03096645247456098	-1.9533816287415535
159	0.726299376094728	-0.11661390641668465
160	0.5571832154521345	-1.5117338930048219
161	1.266557197286187	1.0371181636123632
162	-0.2896304439006525	0.47098636857798765
163	2.854494049751013	1.6831601144327506
164	0.43691328541554086	1.4285712928723482
165	0.043256145842039406	0.5184259269463335
166	0.6700079185598595	-0.09705038186851526
167	-0.8128729967783703	1.1518479879662182
168	2.492110326973851	-0.0617961815298291
169	-0.3984477878656483	-1.0844448879898432
170	1.8242089356485096	-0.07227277367848374
171	0.13226241864579413	0.6968823587049088
172	0.4082145025209182	1.3665554013255743
173	-0.5781657233853272	-0.2498143145202846
174	0.24245168396609373	-0.22926688086943617
175	0.5615029177717311	-0.765706779372863
176	2.5559468390282083	-0.953798076982784
177	2.093714584999935	1.7941892455846795
178	0.4911605773157731	0.4403504497862932
179	1.2069315740235966	-0.3724350851335361
180	1.5705954643287212	-0.9656766048657202
181	1.4930231220434818	-1.1518826482266002
182	1.0332207792885282	-0.33617355110122243
183	2.9514956426352974	-0.3595726011332321
184	2.376408116694744	0.01981035632048498
185	1.3369441514041194	1.7009870592792995
186	0.0451292615090747	0.556374520903765
187	1.961569096898063	0.11768064596206577
188	0.1601143512934936	-0.38078932747184197
189	0.9695252970907086	0.12046749309287949
190	1.4716422263538242	-1.2115659497691165
191	1.458855429879947	-0.04536583819804339
192	0.13768409530327186	-1.0903364156231197
193	-1.6660382335697714	-0.9575324522836058
194	0.3021879966773592	-0.3125339387108189
195	0.8409998187210601	-0.3918025362836191
196	1.3604927197964787	-0.8010600112276217
197	0.3949607182622631	0.05863575988284123
198	0.6545248449532435	-0.761053080796337
199	0.7913452082517488	1.5770663586506413
200	0.3554144934531578	-1.076102906442958
201	2.602826400252826	-1.6570959017792086
202	1.9290074490995575	-0.5692855465200787
203	-0.06671010330822535	0.9486641381240986
204	-1.060652982715947	0.13820804158751257
205	1.1672588553019345	-0.5061726122745035
206	-0.70757959381693	1.5739220112401633
207	-1.0101806626602317	0.26694309588605236
208	0.43355550118521813	0.5685848120402615
209	1.7055786079603608	0.38599985171345547
210	2.916483208620477	0.7074682594840063
211	-0.3833057059726981	1.1801927672933896
212	0.8852455811013167	-0.6737289237584876
213	0.4044420405244262	-0.41452061766992115
214	1.4875118403711514	-0.4607244003984236
215	1.7944615430035502	1.52028498331273
216	1.0709383035067601	-0.05881862567814806
217	2.1163266233586038	0.7967824730915835
218	0.1089235839750472	1.1767185196469037
219	-0.160998310750478	-0.9194788442835007
220	1.4159696766573648	0.09944396231584296
221	0.6563296572013988	-0.609951470547924
222	0.6922027813065788	-0.6388457568290228
223	1.5619421137175806	0.4690126952221978
224	2.738744558574931	1.1794129616234559
225	1.895670269809036	-0.6476370006500571
226	2.21461645685541	-0.34059931183732467
227	2.6561420396003714	-1.1697501826717036
228	1.529761311792613	-1.843036914286087
229	0.5512647889923705	0.3453368865116448
230	0.5097736542944898	-1.4147321264705741
231	0.29268895759067604	0.9462729124285284
232	-1.4341815990975708	-0.7941868923789273
233	-0.7949013719328315	1.1396828682063118
234	1.567119572898556	-1.4540154401639653
235	2.326342989693559	1.8873097686736025
236	1.2242374477297433	0.4663040517813395
237	-0.5706460511947209	0.6891195919707992
238	-0.37326306146281407	-1.28197397136596
239	2.114471186798074	1.5019377725126666
240	-1.1377757208875425	-0.49698911222788555
241	1.0868643038237422	-0.7698779578732504
242	0.5192829201219589	0.038012007716607725
243	2.821196880319577	1.0223613837268755
244	0.7053077361707876	0.2311098602868759
245	0.5415485995080065	1.7891929395353594
246	1.4301825169352256	-0.27067211117731604
247	0.8353541482244984	-0.3928908218764695
248	0.4193659336369501	-0.7967326752151258
249	1.653023604578153	0.9733793528785443
