	A	B	C	D	E
0	0.7996613908207554	0.002632340200963146	0.5186906380079634	0.5002646426468043	0.7503079646861943
1	0.35983776536945167	0.8424546304291624	0.390405195521918	0.17621160673052638	0.019981530675933
2	0.6001733045755739	0.7458963912207579	0.8651090110485165	0.8042060119660794	0.5198991314700976
3	0.13728261791398744	0.9652180334494624	0.5969825307259591	0.9461012842765276	0.675644240194639
4	0.18998655262337472	0.49288101298920917	0.8600608268464093	0.4073163430257897	0.28584543082648317
5	0.5699047200266102	0.5658255488605356	0.42073254243428626	0.005720951311282918	0.9546051953467575
6	0.21456807834781932	0.6755859940576883	0.06807104106993977	0.1752031849166722	0.4875744503569086
7	0.7344923725766277	0.7899433792414959	0.6456178678247873	0.11973623232726394	0.672515043860276
8	0.5067226054754536	0.4500230238379387	0.43690173382374353	0.08253333874118796	0.35411327816722427
9	0.9750709577224113	0.5997795992693173	0.9401145252906403	0.8475425834216878	0.3968707862636953
