	A	B	C	D	E
0	0.3541354196368768	0.5504812893077821	0.7278297631687575	0.24430880232572927	0.46456661816431843
1	0.8586919256824492	0.6289154288608981	0.6621569922809581	0.33608550685622474	0.7428845035852925
2	0.6391539499870081	0.26998466760602546	0.0035410185669271232	0.7677230549026632	0.10867027714264521
3	0.42664986079898415	0.6626149569603663	0.18357067782147574	0.9756139797523831	0.3678559488598744
4	0.6968559900669404	0.011396230593102907	0.06989402179361237	0.994014399156443	0.9985386845555849
5	0.6869859359441126	0.5459668172833169	0.028938583068140677	0.7976730161807771	0.3277194126618648
6	0.0881414117243765	0.7833565765187878	0.5853526644115468	0.009962321645856198	0.06831186545643886
7	0.6864579454688363	0.860987551964628	0.5573110481480218	0.334502851474186	0.0007776898904127139
8	0.45128978961716315	0.5264470053822994	0.1223584745157893	0.8227906109449623	0.16001430900710378
9	0.6536664644652695	0.2000703333957441	0.2066694673083912	0.284621170425732	0.21293221737265022
