	0
0	1.2560296419347106
1	2.8335163477420817
2	4.097161242281331
3	5.131739278853985
4	5.696986437929998
5	4.341103329927155
6	4.882152274349286
7	4.808974178388697
8	3.422470513709167
9	3.9109826187567025
10	4.340886042732633
11	6.076933318201797
12	6.027230140335916
13	6.279428299275164
14	6.430617804109691
15	5.746739492801662
16	6.280796459316961
17	6.807942627231285
18	6.228683396207523
19	6.616716326079936
20	7.392337244777913
21	7.71137011869107
22	8.68085987231091
23	8.62270280970769
24	6.079129680854317
25	5.237063231174172
26	5.6094655115403915
27	5.710447067169077
28	5.9412411561401
29	5.466723913986426
30	5.279626807781046
31	5.06999877516828
32	4.719170887492119
33	3.4864590098003165
34	3.0283910059067884
35	2.1397346617573825
36	2.3506206900507878
37	2.390761518596874
38	2.0338461917579167
39	1.7265180746767708
40	1.63819554076162
41	1.921243966638177
42	2.528272127409028
43	2.443479060892008
44	2.5533219304189654
45	2.8216343083259234
46	2.727985927757897
47	3.305989174643093
48	3.8294640537401863
49	4.992722550722938
50	3.7237312385498926
51	3.5345247984666894
52	3.056409330048219
53	3.4460011297621946
54	5.248579736970604
55	6.731751864540095
56	8.692718512108309
57	9.331559886844566
58	9.785802763263264
