	A	B	C
0	0.17592028063479725	0.45198736826499475	0.15162180953316384
1	0.8336105896542124	0.017456978781316357	0.6057287987711872
2	0.6107502650606267	0.36289309597960673	0.5132616182215729
3	0.6661000249516376	0.8709150911474066	0.8268626668525245
4	0.45528844283948444	0.07095732372135866	0.9716561631139001
5	0.8610813682373312	0.04570700777965497	0.17000359228172457
6	0.3287548719604968	0.45499522643974954	0.008071918495301422
7	0.3275525879977427	0.6410118332321033	0.16278435679153913
8	0.3852228211560291	0.19658116024758154	0.6709550929990871
9	0.5662723763669117	0.18331658330242484	0.43915983233902633
