	0
0	-0.7716530994581918
1	-0.903039911234298
2	0.33955037117219933
3	-0.5885589606924673
4	-0.08831579282302049
5	-0.1475716256274166
6	-1.0836487838708397
7	-0.7952590572625551
8	-1.3468846529118292
9	-0.6311891056694705
10	0.25969575378122534
11	3.124507465419472
12	2.6099558288244635
13	2.546479923309037
14	2.239068232308428
15	2.5021751174526035
16	3.3020092519373643
17	2.43156967120305
18	4.425594434772344
19	3.9280307614525714
20	4.875599913845603
21	3.1054784400877873
22	3.16793535973675
23	5.03246490623623
24	4.204532865067785
25	3.9188839006156244
26	3.113185642219684
27	4.037936268543058
28	3.7897805584581046
29	3.2906909337742003
30	1.9985933235770084
31	1.9667970050867654
32	2.5871038403144855
33	2.009028381965391
34	2.5962892332322056
35	3.5450800355620062
36	3.889669450413377
37	2.4905082613762968
38	1.7059147402394372
39	0.39570956162271775
40	-0.07591230627752227
41	-0.13733139644833714
42	-0.1562289198099343
43	-2.393523935988991
44	-2.037695124384046
45	-0.6591383767516008
46	0.3520227675360066
47	-0.6271721855150161
48	-2.35761849763477
49	-1.558109053295457
