	0
0	-0.4485399097409265
1	-0.5414796627517566
2	-0.06073232452364136
3	1.5046610841881258
4	2.059657390073008
5	2.095644167826587
6	3.4436206461443266
7	4.12091852280514
8	4.698976750685092
9	5.179402322227001
10	5.811144369148786
11	5.7411238240055456
12	3.126324485785939
13	3.746687881526493
14	4.570187330265475
15	7.739525860373438
16	8.391748975714007
17	8.522922985923573
18	8.471155267806111
19	8.889638265609364
20	9.826921796242651
21	10.37650060088817
22	8.991976779754982
23	7.970242308715569
24	7.701221979381323
25	6.594070797624427
