	0
0	-0.9615262668338994
1	-0.9744168852201982
2	-1.0570316369310326
3	-1.42955711199338
4	0.6582326716713396
5	0.1950905680641688
6	-1.3147060244271545
7	-2.3602296037958563
8	-3.218591526362205
9	-5.149416058691824
10	-5.470178421327194
11	-5.498906522347637
12	-6.191745876921518
13	-6.504310891661631
14	-7.325629632382301
15	-7.6406792060687865
16	-9.68486062757355
17	-10.019058896283992
18	-8.498909837517559
19	-8.244849442011542
20	-9.43860703973222
21	-10.539249107623908
22	-11.915814154702826
23	-11.458169677938129
24	-10.723836123613342
25	-9.731891347799152
26	-8.07198955258926
27	-10.352160413665528
28	-11.547923948455798
29	-11.66187014518482
30	-10.007121987023787
31	-11.37219123921426
32	-10.182474672892301
33	-11.33127583465491
