	0
0	-0.4776324469849371
1	1.031238768908803
2	-0.03745356035069114
3	1.116336592550871
4	1.2088508715702355
5	1.4541766188914442
6	2.686082858760285
7	3.2656225335969316
8	3.2406911856457192
9	2.5965428536245128
10	2.2062858281022586
11	2.2599308099826367
12	1.799507423626302
13	2.647765185003994
14	3.111258156949712
15	3.037621741509248
16	3.7949052927227536
17	5.444689372695666
18	6.889664051133171
19	4.795373729858504
20	3.972566668991747
21	4.662886734968499
22	4.20246886692416
23	5.29022177135422
24	3.41405762960141
25	5.140432202001189
26	5.010468383917584
27	4.92832102381559
28	4.1411498829247355
29	3.692112544513866
30	2.1107036147399327
31	2.0656390134923877
32	4.621276184990052
33	4.670706495506723
