	A	B	C	D	E
0	0.5215752888465196	0.5270821678325844	0.5345311113700498	0.3582704408409022	0.3803407275382431
1	0.5361645029239016	0.054368739122670484	0.7743349324946669	0.7316828866618453	0.471329869471358
2	0.3087912483596721	0.731600101084546	0.5248994783059238	0.535858585242602	0.017270596505224
3	0.1846137023785862	0.14694369486987913	0.32533018498206123	0.10836549099950665	0.755178215296037
4	0.11392787616457045	0.9915716822951421	0.9229810551648076	0.4131064855232631	0.9601167274507809
5	0.3085350865516939	0.07409104994066029	0.19232656716745922	0.5390660606162686	0.023427109699116988
6	0.4914212776677529	0.5397972402594969	0.8425819732528529	0.9068092101871982	0.5797479373457752
7	0.12244277391067226	0.8523273574799867	0.05290763900921247	0.557239099291481	0.458507484225524
8	0.41958638734590836	0.36753457243392396	0.5575989320779665	0.04197778938107932	0.7614071030471143
9	0.3236295785509794	0.03056494923535169	0.19780820952348888	0.617319647904115	0.6222822047229484
