	a	b	c
0	0.7089828112430543	0.1401504541456713	0.6722521536629654
1	0.9572462575367968	0.5757263002865628	0.9949140282093877
2	0.3531741144387902	0.6485102922313661	0.22962816660565
3	0.11094512777893373	0.9111834857741743	0.9542868836412652
4	0.2945298207071372	0.7750929775493691	0.5860565472475472
5	0.065542993429347	0.02183777898689121	0.9920342152222392
6	0.3104999241710509	0.36947867723704886	0.1005390729476755
7	0.15462604167818195	0.3787193668891118	0.28343445183455707
8	0.39531650447326583	0.20210091498659466	0.705756655181986
9	0.7558982013739279	0.8399070386096897	0.5121545664348417
