	0
0	-1.8274655889971214
1	-0.8405302082534504
2	0.5725748152571347
3	1.7253957956979846
4	0.7670143696720867
5	-2.0353189461294616
6	-2.2498242897234184
7	-2.0155456096923308
8	-2.2147153414587692
9	-1.4354475385495689
10	-2.118387634676271
11	-3.8404245052389063
12	-5.627996522062741
13	-4.520142450245606
14	-6.410188663874601
15	-9.173335290851771
16	-8.839344185369987
17	-10.897214246171972
18	-10.48856556324351
19	-11.126950004818442
20	-11.54783623329033
21	-11.18637483767395
22	-11.357110275058393
23	-10.18231382069106
24	-11.837832621693371
25	-12.131949937868104
26	-11.832430803460785
