	0
0	1.9066907831828377
1	2.9102817572234363
2	4.005052418145527
3	4.616596876460121
4	4.823337357637761
5	4.128734529719196
6	4.393202194797409
7	4.011714113907056
8	3.7139692098444868
9	2.4353719993633907
10	1.526990720403222
11	0.9847432432930624
12	2.708705708879725
13	1.1557886968266924
14	-0.24247426655679027
15	1.103463810805406
16	0.9944583934185753
17	2.359627309344928
18	0.9943110585577859
19	1.7796779209230724
20	1.565170855023018
21	0.2742062577346738
22	0.35471230472343224
23	0.5757390587581375
24	-0.1444590774229637
25	-0.9500910860202263
26	-2.99436200040315
27	-2.9576108434080357
28	-3.1212772709316297
29	-3.409431445331646
30	-3.3715970594087508
31	-4.4747835068225985
32	-4.3325559742477004
33	-4.579319413524546
34	-4.098933942657221
35	-3.0213352484859057
36	-1.604826721964332
37	-1.7881650808816547
38	-2.0332702218132455
39	-3.9099834907304207
40	-4.4976562677317755
41	-4.135029413242302
42	-1.867403798973735
43	-3.668599999534317
44	-3.856179983332238
45	-3.9430213020926153
46	-3.181583419784382
47	-3.25747838744001
48	-2.269815306813154
49	-2.2582494842548626
50	-2.2187246770733227
51	-1.0938501418435458
52	-2.148008550367355
53	-2.2963672940240842
54	-2.0270295364069004
