	A	B	C
0	0.04500657086327442	0.052196239972847724	0.6590057928106221
1	0.4854651799575652	0.6549542866312854	0.36430621468376645
2	0.8888817118374416	0.9954598446914524	0.3010424220493806
3	0.5044285656498982	0.4718944204082851	0.7950350996398072
4	0.04800825756809013	0.6949591069199702	0.09091586122514295
5	0.1826793237172577	0.8695125197731545	0.5607261164837386
6	0.9984181921287586	0.07035339242652061	0.9896306276926101
7	0.07680139545156772	0.43051281628318516	0.7022743171335497
8	0.9770483628254436	0.9180305415833431	0.0027900658895045893
9	0.7794267298255715	0.7269580430554263	0.7438648077198411
