	0
0	1.2908127640436218
1	0.34378430853849484
2	-0.4765389814431683
3	-1.0267815068093675
4	-2.2800307877395616
5	-2.0720724732960987
6	-1.3441771609590436
7	-2.1163828798825834
8	-2.084167125958838
9	-2.9416757977068455
10	-2.563498332164712
11	-4.025884928115172
12	-4.923797442373597
13	-4.685450940593321
14	-3.6355946442033007
15	-2.779721617987979
16	-2.990927081960854
17	-2.6850341030149565
18	-0.9769471198051327
19	-0.8689721241882263
20	-0.8967104639591661
21	-1.7677274747785345
22	-2.518152584832558
23	-2.1168493973319005
24	-1.3561376417260789
25	-3.6118912166165487
26	-4.312852184817514
27	-3.804618564270836
28	-3.978217909333405
29	-2.4517296682352603
30	-3.7639464659405926
31	-4.09668341812756
32	-4.531099842746552
