	a	b	c
0	0.7185327887160906	0.622158388875195	0.18559606316404842
1	0.26736220991408643	0.43483809998736145	0.23534147306144848
2	0.5161411569425397	0.36904156504459185	0.6828140626243251
3	0.07172024634301244	0.7862646865293463	0.06167472983414668
4	0.9958969834678316	0.8631537325689072	0.3822402270865487
5	0.6481525882688348	0.6335837417225167	0.9688784013969906
6	0.8826931539531426	0.4540356153584918	0.9972692368092202
7	0.10235687116250813	0.6056903844416666	0.8219142810933371
8	0.8784568876930169	0.9740433491257666	0.5708138551560793
9	0.9402182048544339	0.8306195967729862	0.5542373285182676
