	0
0	-0.7746240260292921
1	-2.077122350002049
2	-1.4403079393744864
3	-1.2466402041200115
4	0.15296361242496048
5	-2.753201814037946
6	-4.098889761234927
7	-4.023719627255193
8	-2.2146935657616256
9	-3.495143878488489
10	-3.59373060680217
11	-2.958896101763037
12	-2.4214448581074945
13	-3.2170796911472155
14	-3.270880256613054
15	-3.5155294310293383
16	-5.0504391123446135
17	-5.2766149172000985
18	-4.204299730213811
19	-2.8368485810962634
20	-4.098169674314878
21	-3.484379065372393
22	-4.099444561313335
23	-3.8108398776068353
24	-4.000848330990954
25	-2.425033217193061
