	0
0	1.1746843741225919
1	0.4501147695154868
2	-1.1984434555305439
3	-1.2818557522011977
4	-0.9713312982667961
5	-0.9152146922205263
6	-0.3498313008150886
7	1.1607473822040957
8	0.726211682956688
9	2.2085078022286306
10	2.8766585420399857
11	3.735215018220164
12	3.0803451773791277
13	3.36450139678112
14	2.544795137221864
15	2.590128578283368
16	3.97052462686631
17	5.036172604372729
18	6.0658071276351295
19	5.9232210967857855
20	6.106491349387085
21	6.636932596349117
22	5.493184908656742
23	7.315394670752121
24	9.576286549112947
25	10.114580847952297
