	A	B	C	D	E
0	0.7819834781376025	0.4265745316020816	0.5226687803786819	0.9669712640385285	0.2940275197050948
1	0.22922736555068468	0.9400274196540475	0.11361073684608047	0.7413670019192297	0.46736689253703123
2	0.9261392519029099	0.6861883774814712	0.5044934898890518	0.8040310809458768	0.7126653233548356
3	0.005495185664404101	0.30523034475515975	0.45329234226741244	0.9016713044498464	0.7069248716497137
4	0.5969862993253793	0.5165760767864865	0.07676135525073802	0.270177549376167	0.0679309772495188
5	0.48080802232840947	0.30790726473360974	0.1178780236155953	0.023910079848806665	0.08906670763905078
6	0.9918603647992535	0.16405763917528637	0.05476538693639588	0.08230866200545373	0.6704736203482707
7	0.06746561788213701	0.5154428756264633	0.3915990454583682	0.9000285017424374	0.27513325960819857
8	0.14775456007012544	0.9775859971411478	0.9510923933355618	0.57153002823874	0.7100598588785798
9	0.8113568525412137	0.16946195649995732	0.31989093736975827	0.521982276199389	0.9502301312957142
