	0
0	-0.6242609660640753
1	-1.0994384533917148
2	-2.9937965770780597
3	-5.207158848290113
4	-6.742431818103205
5	-6.1741617680635885
6	-8.091251872468543
7	-7.2913371227010835
8	-8.635195962662397
9	-8.957982733819753
10	-9.828126706541829
11	-8.715629231003767
12	-9.424992946459193
13	-7.966803711210348
14	-9.902212687902837
15	-8.665657077145866
16	-9.465936170832238
17	-10.185047289228695
18	-9.991657774297279
19	-10.133557934912913
20	-10.033395559794913
21	-9.911929044549254
22	-9.416410185263445
23	-10.220115998300754
24	-10.49343221403827
25	-10.79149278523767
26	-10.73442530520655
27	-9.743733147252406
28	-10.794360518159243
29	-10.98738186286582
30	-12.308952297382424
31	-13.249537227519548
32	-13.227258842091686
33	-13.481717156297439
34	-12.672375564675006
35	-12.763940133996348
36	-14.06409107081803
37	-12.98257393142595
38	-15.853357577631247
39	-15.015407216203283
40	-14.798358406515764
41	-13.21644025484861
42	-13.657524971891313
