	A	B	C	D	E
0	0.4129940076204994	0.2917687900076332	0.8320116676887891	0.8509043129545995	0.7266684178105275
1	0.09915838414033584	0.6968427458022526	0.7995315408996647	0.8143792447653138	0.08268187090068002
2	0.33827544196633264	0.4979367521914123	0.05593623509068746	0.8502536397129337	0.028717588983115716
3	0.8416363139833144	0.058434782939670415	0.46909266068016753	0.12032414094956678	0.9003358624036671
4	0.34941312920451906	0.8137438847299749	0.8307783038030241	0.045005186573272016	0.13152170035663668
5	0.4680230304208831	0.5496524204776998	0.6189512278995069	0.512322892854271	0.41030883222987546
6	0.4605261825986744	0.8033419933492099	0.37498154931033156	0.5277422931833868	0.825050798961425
7	0.14256742942553524	0.3169251304092955	0.9507575154897788	0.2402238713756475	0.21792957959450787
8	0.26090030399903086	0.3527759614465664	0.574068840809036	0.9954496008523009	0.8881999221618796
9	0.7789816982082748	0.13245166635890449	0.13539816088250167	0.6671193162796034	0.6020057666224906
