	0
0	-1.0372244665803185
1	-0.04065495971429167
2	0.7088394345019964
3	0.450114357900976
4	0.6337187653368211
5	-1.2928107534415028
6	-1.8192930537062497
7	-2.3006054765094333
8	-3.7687914041327666
9	-2.528344513138732
10	-3.1178537767831473
11	-1.8997967453297508
12	-3.9372965182843442
13	-3.5058772050128852
14	-4.704331420429455
15	-5.303630096707246
16	-4.51203974654133
17	-6.1976837801342715
18	-7.47809969107306
19	-7.572742129685187
20	-7.2499673626968635
21	-7.325635114770401
22	-6.921185461245278
23	-5.658867014945336
24	-6.071297277783306
25	-6.486305619288107
26	-6.549241246583203
27	-5.855111162221866
28	-6.658625255468305
29	-7.460749902174852
30	-8.231771181838086
31	-5.980394498640689
32	-5.562129340543331
33	-6.253443885460456
34	-4.987811535784581
35	-5.964159071661858
36	-5.616266433905094
37	-5.778632907295366
38	-7.390288678348205
39	-6.185886872266816
40	-4.489953270222169
41	-4.127009710532833
42	-2.0921128693947066
43	-2.8964108306973375
44	-3.871265674023351
45	-2.497058807085753
46	-0.5251916849874103
47	-1.1268798741224866
