	0
0	0.312231613300932
1	-1.0256165313799428
2	-2.2005894809056987
3	-3.5950144220134277
4	-4.173541117103734
5	-5.977630312934712
6	-6.145298997775071
7	-6.411732224431569
8	-9.072712763009704
9	-6.339778233872609
10	-7.9822960854132745
11	-7.974484719843175
12	-7.6795601604494115
13	-10.024456862627975
14	-8.491204031675148
15	-8.635097346759377
16	-7.459397436815515
17	-6.5150748210341485
18	-5.843738738728674
19	-4.218764296035166
20	-3.152514795167064
21	-3.0883118821672713
22	-2.9203544789554186
23	-3.9382716045289037
24	-4.175376739733846
25	-3.496798007496099
26	-4.491414910255664
27	-4.435327324556497
28	-4.792305783648622
29	-5.640375201824963
30	-6.5120730440524035
31	-5.279374253146702
32	-4.7861189588628275
33	-6.729186686490673
34	-5.325807421311937
35	-2.5335048997324607
36	-1.9828600205821678
37	-2.4843765885990283
38	-2.0749232874573886
39	-4.711744372172079
40	-4.8550536955708585
41	-3.5668313548189805
42	-3.0166488929706867
43	-2.41471783227796
44	-2.0490261527824862
45	-2.3691601987702056
46	-2.3366486391699297
47	-0.8261570954725743
48	-1.436946949231645
49	-1.8429495593734448
