	0
0	-0.9912389314113786
1	0.8853963186631558
2	1.6448929401963692
3	1.9163476241682924
4	1.8701530570454163
5	2.4857174641073403
6	0.9987013148180401
7	1.0382380165822842
8	0.7205746416848604
9	0.6932242521170618
10	2.4793028087902016
11	3.2700385745988587
12	2.1522521184043897
13	1.9574525919648076
14	2.5214587347017714
15	0.23401430797790912
16	1.3944622920036984
17	2.0069545356828025
18	1.7022561506924667
19	1.9632071742304273
20	4.263524119263089
21	4.5658995742813415
22	4.072769177423453
23	6.68589456194624
24	7.304745269497899
25	6.901541130644243
26	7.629172639255472
27	7.331777218679139
28	5.029014147487802
29	8.11831409303618
