	A	B	C	D	E
0	0.8707367534631367	0.15132892714633472	0.5255414776429264	0.9479978039647188	0.0725940937013676
1	0.2981976528367508	0.6974081999610785	0.2482146490961622	0.036754908152672905	0.354397718461528
2	0.2677370100996307	0.4327029474823647	0.36820265492280624	0.04288439450075754	0.29968114896626574
3	0.9753600940492294	0.019623235124155425	0.929186977750581	0.21264537109768533	0.1863897695099619
4	0.49735130431018537	0.9796998526874441	0.06638389833280844	0.5964282776614376	0.9388464063929192
5	0.04136235775650687	0.6579440209109083	0.18074567969651123	0.1538832296982886	0.5426879314470087
6	0.8874254797608403	0.36382274579763996	0.2731213969570324	0.26746991777359264	0.26028732144517797
7	0.1498363768844151	0.8505924337330155	0.6770449156485339	0.0372921734903241	0.021045735157618983
8	0.12086013596012568	0.842897369794969	0.44674498389222184	0.9757510397072898	0.3414774004096356
9	0.9907569208368529	0.9622791463175725	0.4644012577445441	0.6984934307936281	0.6435014812346468
