	A	B	C	D	E
0	0.20269708260519392	0.3664693727392354	0.8783823221695471	0.17443605286236208	0.834481078241012
1	0.5976916402714055	0.32121330581013485	0.3280074113796694	0.6279579757735348	0.32575651416985807
2	0.020258745538519918	0.9286927826893991	0.7258027079198468	0.7292423648984986	0.6441083560436861
3	0.2771427005403698	0.34809977427903205	0.7717664941358255	0.9471308452917437	0.7133519405583895
4	0.8515150249326223	0.7967714391453766	0.8545339397394226	0.2733440431782431	0.5657156315648226
5	0.11466365682622637	0.9738247670197779	0.8808423543332824	0.13667249235032253	0.8391797785935748
6	0.43309118772311417	0.1793981679784813	0.4970124910951508	0.6828436538950258	0.34071765135111365
7	0.4713281960739959	0.26429231507532525	0.5278878209101336	0.5360483101940658	0.16705291338341888
8	0.7742930165658857	0.43283182933224285	0.8258303008368059	0.9136675030164519	0.7649262373701078
9	0.986308995887054	0.5295678290662977	0.36020404246630233	0.34075812479980727	0.398552443071887
