	A	B	C	D	E
0	0.2297283775278579	0.17517916963886837	0.6707408096840346	0.4379341086011478	0.9166371726132837
1	0.3010604650481272	0.935420293078354	0.2532145047839335	0.37630739148083703	0.5258573077580775
2	0.14648940151542378	0.07549151732818882	0.657418601232275	0.806687099211097	0.4450321934673803
3	0.8337321815163757	0.8027439408653628	0.6222597074449617	0.8619066217441314	0.09470544052423446
4	0.4909107461280212	0.27239127039225297	0.21607266045643103	0.7112683292336459	0.5769677288238613
5	0.3882803491957354	0.13154733374504124	0.5430313372159205	0.48359262780726064	0.6987690479433791
6	0.8789108650427166	0.2331908798326381	0.698960931947853	0.3375296769099999	0.214908981334328
7	0.768056191397067	0.21885055216088944	0.12419713058511839	0.7601660643225788	0.21389941263618573
8	0.25024749349662256	0.05989362105828644	0.986291606022207	0.8346895604833765	0.29883530435722383
9	0.6016242382897741	0.8240271718505175	0.1566449441255915	0.06865766397009188	0.8335741598779807
