	0
0	-0.2701707758102693
1	0.5130661303006612
2	0.24105836414664206
3	0.3719670246497262
4	1.5647946710753875
5	2.5947576642273114
6	3.838816659581824
7	5.371631495720768
8	4.289183868026649
9	5.1760875133673405
10	6.062304706309742
11	6.166576298667099
12	4.771147271349625
13	6.099552386013546
14	5.348163087536891
15	4.628733686943397
16	6.724440316836703
17	7.974417070331458
18	7.557361364934125
19	6.902506713295942
20	7.2168866551313995
21	8.78111505028896
22	8.569441875945516
23	8.814816208984164
24	6.403419315907193
25	7.572379939174157
26	7.223824332704049
27	8.601614320449622
28	9.83738435621053
29	8.856936628332782
30	8.451270039986875
31	7.4557796924464075
32	6.041625355848626
33	6.957078495865843
34	6.711589029534612
35	6.874551250129973
36	6.21938381844881
37	6.734731176547822
38	6.613807689956795
39	7.700210534830934
40	6.008971381558421
41	6.310283245501262
42	8.178581578851132
43	8.815266993297591
44	8.623556683178133
