	A	B	C	D	E
0	0.7577050527977574	0.8788791216637405	0.9156188233069275	0.9536766445744712	0.09853715224290094
1	0.13724978303674895	0.7888602220367651	0.20167432097437288	0.8497463816214251	0.46824068644505423
2	0.08009716010923718	0.8576758321461712	0.6972939451851164	0.7153527932558889	0.4703291444453257
3	0.19475833428071176	0.37102966153040506	0.021927926744364834	0.7739221196160494	0.19057042616210296
4	0.8101188808972716	0.6433316224164862	0.47585306885019973	0.3930656088199098	0.07520234714785667
5	0.08162844606731912	0.16926518438913274	0.8949076441607031	0.23203010250136902	0.3803433657602201
6	0.5839712871559738	0.5171267068117642	0.6528968985580713	0.6749345744244251	0.2363551912662224
7	0.21212291220691692	0.06157389967162341	0.3638628982558283	0.9863782536250411	0.5761962423645671
8	0.8883888113571022	0.869167238122478	0.24091421874835006	0.3217473762387527	0.46638833616646325
9	0.14947422541801103	0.5207629952499307	0.2391215996985696	0.03427614142750979	0.1725999813287774
