	0
0	-0.7785813177635315
1	-1.897074412300266
2	-1.9138217707616252
3	-3.3008912571036326
4	-3.1307924979315302
5	-2.268515090097795
6	-3.3872355657416797
7	-2.1548520844732524
8	-3.6221035399305825
9	-4.691278451139469
10	-4.290553965271135
11	-3.2980817127122295
12	-2.7031729549432315
13	-1.411028635395129
14	-2.466630884341121
15	-2.459230492552282
16	-2.607913319024212
17	-4.610845711535971
18	-4.61067561743182
19	-6.540785541381851
20	-6.7528027265542825
21	-6.973147304718729
22	-8.05179830165308
23	-7.608894902344632
24	-6.53579363013019
