	a	b	c	d
0	0.9533355414484679	0.5270379783566327	0.8665677634540881	0.3027438381642833
1	0.614119298809371	0.8933034524688089	0.6585688180654816	0.8062278946488143
2	0.25508983989567846	0.8380096992830187	0.9962705674640713	0.2257272171189113
3	0.33599174061545056	0.5556787384112408	0.12548383209131575	0.10741581525047983
4	0.4746275836899255	0.34228165442076086	0.9128640526098873	0.3840376821556821
5	0.8802560553154919	0.8074402648685157	0.9388256115026925	0.5779686740773398
6	0.8265042755621332	0.0033394798565740125	0.10032115472241687	0.6913976579597861
7	0.729129020924634	0.39455884011479014	0.3906983919006153	0.7982853950945594
8	0.3215146125891454	0.37377417170986127	0.5762986205275136	0.2912534890224828
9	0.9524457639765062	0.9283485512375692	0.8957589133408865	0.22926282077111326
10	0.10905105666302273	0.006091161068307427	0.917516771192237	0.35553467773191894
11	0.07785940108421574	0.7552646867820468	0.33460642528984785	0.5082798282524061
12	0.0966659638388937	0.5006352072538791	0.8954394283513588	0.5288455879448235
13	0.7835965808410126	0.9152549074716352	0.6709969452984119	0.8888710084914704
14	0.646225507206449	0.7619462818276412	0.12171003794564794	0.46916392549348507
15	0.48755665400580006	0.012394669493109411	0.8831809910855668	0.006402686687256187
16	0.8942466291447736	0.9785238524529231	0.6895695075114492	0.7889565282176394
17	0.5589873702581305	0.5084781898430382	0.13606162865201676	0.6247310658085968
18	0.33945692002742855	0.3417629371226698	0.7329589911064818	0.44554270427496145
19	0.06927287033931051	0.2535372703162805	0.22359039313292284	0.8814433827236012
20	0.6473750822474172	0.19248786734000678	0.6904558483593476	0.12274003502226172
21	0.9548101225902308	0.0829635481807296	0.21113078239528882	0.08870052451051169
22	0.051627015858294434	0.6358753263268804	0.04552193353682987	0.5827878667254623
23	0.6636309011933973	0.7630052820141464	0.17341170706959697	0.7249446683062124
24	0.48230192879256595	0.01659938568553787	0.8541066460376402	0.24731900453677358
25	0.8736391209134607	0.8242119771355115	0.5035144805897057	0.9732569589223181
26	0.40592776696630606	0.08583349406905971	0.5649827200135782	0.839467814127274
27	0.6363547077123743	0.73210327965941	0.9670839180890631	0.5482092000951956
28	0.12486452567058881	0.5694297635443591	0.9061092581945153	0.000956740444460924
29	0.2941736590813794	0.21437249958526328	0.40565481814569393	0.3947756094383963
30	0.1700119298103958	0.5902176324719135	0.6865043279778292	0.7601662614619229
31	0.4016914063362994	0.01002365864182353	0.3632536799200504	0.7330320867249707
32	0.4310669151151213	0.2495123553036387	0.8655185483552432	0.32628393260869204
33	0.34595804708477373	0.9542244235183814	0.8615581808779273	0.5181844974561233
34	0.016259085647295723	0.30778068455136676	0.793414400708832	0.6166989715004104
35	0.7085092020657364	0.6902026129045372	0.5822317370305252	0.31224741437136694
36	0.11370206172274056	0.4094913457014706	0.35100181597369484	0.27216841797020086
37	0.6225985458379952	0.6342364883814382	0.3640342791164928	0.12842536053665232
38	0.6262924920670686	0.909421234725697	0.7958969763807835	0.5003742842605947
39	0.8562236637189515	0.14422247451336823	0.670627319885442	0.08208550099569445
40	0.26107920803341833	0.7164108789426556	0.8808300193700893	0.12064115077344317
41	0.999157032622437	0.7268296331212355	0.024511963086324084	0.3531402540884414
42	0.3090455917429066	0.1114744905334688	0.2629725636917273	0.39862272998572923
43	0.8160618503989376	0.7470994737281559	0.4179847683218044	0.34502279483265297
44	0.993367908229993	0.2973646673529463	0.6811763331251843	0.24661187841646304
45	0.2474577906407639	0.5017265668925975	0.6402597753719546	0.6769067165355145
46	0.968572129852665	0.21308181150099037	0.9800922895650578	0.45179606334199307
47	0.0872037354749784	0.263312203568262	0.33255298561082447	0.7338599919727177
48	0.28475055864037413	0.7395788574426295	0.9041526168956753	0.4498466730215078
49	0.10729712883453368	0.9326856512227122	0.6875860047527398	0.13135227480809053
