	A	B	C	D	E
0	0.6960689019790126	0.04594990287966649	0.7654861692222333	0.9053989268022457	0.7765244363685273
1	0.5993121073210886	0.40919754890160764	0.9259726824555758	0.8153617132837752	0.0905305559910713
2	0.8827096843050817	0.6063669222816663	0.17393837501107556	0.06481750468313952	0.11590102591868456
3	0.024076270658702548	0.7360167428356315	0.742798360545103	0.1795584778592766	0.7534877910248098
4	0.15885226656119533	0.5987217320116562	0.30440799835862553	0.45941957122046373	0.10500100720324124
5	0.7811363814272501	0.2964456277622719	0.6629188566219051	0.2971666354806366	0.7608082600819603
6	0.9805858928942802	0.2517897704551847	0.6332763628817232	0.097661123332202	0.675752256222436
7	0.7429122912808042	0.9138637919158968	0.5346954998696618	0.43309011845284706	0.034408437197158914
8	0.2654797935176715	0.7894505187845626	0.7875892087561882	0.8918182620732702	0.3237429421461191
9	0.6716300941754098	0.4159234597203715	0.7609883666777616	0.0208516786016244	0.1864070751768191
