	0
0	-0.9312286331570087
1	-2.9745837749485484
2	-3.5775532645579715
3	-5.097810210386314
4	-5.227610830194839
5	-5.176761824475659
6	-3.989891288939014
7	-4.891767701209342
8	-4.733950491661712
9	-4.550884915161054
10	-3.399248077007166
11	-4.413021829362547
12	-2.791765073462889
13	-3.2896836779708565
14	-1.8984349626764059
15	-1.0249772204028589
16	-1.9895493907344362
17	-1.848458598773061
18	-3.811527736306309
19	-3.5226167473050047
20	-2.3468463504534967
21	-1.4605074647016765
22	-2.2460122581232675
23	-1.180585887052637
