	0
0	0.5117738356169784
1	2.211461948116745
2	2.085768830876025
3	1.9323445347686479
4	1.6789989876034337
5	2.133298262415752
6	2.649277606499747
7	2.2179143481579424
8	5.036606905368523
9	5.551241825352933
10	6.209585070806421
11	6.879061318240341
12	6.307515793651312
13	7.221281774311943
14	7.3018626790960415
15	7.862991922129588
16	5.64019932714333
17	6.374135687442475
18	6.035028652043611
19	6.339563573355217
20	7.397087623647782
21	7.257410830030522
22	7.907254758952919
23	7.989841163525122
24	7.995891948193039
25	6.688238546933926
26	6.687159848040925
27	6.870008309042586
28	7.0447271849736754
29	5.708322940240171
30	5.155986075539975
31	3.5587312896959853
32	4.221416929608965
33	4.495654385909845
34	3.961013549673601
35	4.102973787710464
36	2.925581600708476
37	1.6847062536485664
38	0.7960608356496415
