	A	B	C	D	E
0	0.4924680533471445	0.07662937470618791	0.1218432248394612	0.18283384526618462	0.4433836672835696
1	0.3337868490560113	0.6993332139427616	0.6929132824506194	0.708017638954991	0.15647991379147308
2	0.9763682974942576	0.774855037908033	0.38281694897914487	0.14527092685146425	0.5997376800712643
3	0.42818861642895223	0.11408961629410763	0.039179732881339024	0.409300039171958	0.01945293476958232
4	0.7548500038686221	0.22470529866240285	0.2776000728959036	0.9063914051190786	0.1995214906930276
5	0.8793550497037356	0.3108198878272165	0.4936291753282197	0.791279458631258	0.8923588552671867
6	0.37279433121545125	0.7614799909097548	0.9758974114339513	0.7528056453451766	0.5541609305312837
7	0.7283045298288915	0.6931792199452743	0.2588443040639219	0.2547793145725711	0.36469019959550486
8	0.8184519636581802	0.9419471209924289	0.47408845922769394	0.7353822384246221	0.13919430958194
9	0.19213384426451996	0.9513007521813115	0.3105158475062332	0.53088187097444	0.1516148921849837
