	0
0	-2.067697563042888
1	-1.8670078566044241
2	-2.1124247663334743
3	-3.6599837853485124
4	-4.866608221320002
5	-3.55394696222719
6	-4.670253470470028
7	-3.2431628662474186
8	-3.3495114729986137
9	-1.8062663113896409
10	-3.8009691311787916
11	-4.5929577589593595
12	-4.781355590896378
13	-4.5925466616639055
14	-4.111905588806329
15	-5.409924101239309
16	-5.488676220341207
17	-7.576761856003831
18	-8.93297283776305
19	-7.778835946558697
20	-8.863592821138942
21	-8.31174806883566
22	-8.028147812072152
23	-7.116116204969566
24	-10.179793025621189
25	-9.902116246036124
26	-12.001702104978206
27	-13.238884588014084
28	-13.904014044050957
29	-13.956293156152919
30	-14.54032369729777
31	-14.990711052544746
32	-13.652364162759987
33	-11.771330353015747
34	-11.007223710619222
35	-11.295899385397258
36	-10.056649702759437
37	-10.379871661273112
38	-9.784291548626333
39	-8.793423491305365
40	-8.633568844046037
41	-9.520445963587536
42	-8.894734564929882
43	-8.451857470450246
44	-7.928878858323092
45	-6.4082214542802065
46	-5.611258343203512
47	-6.637492770852792
48	-6.55849341382656
49	-7.425866085516296
50	-6.497983381846936
51	-6.157357818646167
52	-6.586338206104554
53	-5.95703256340367
54	-5.824230019496797
55	-5.460366129851342
56	-6.20689518280587
57	-6.479227553133644
