	a	b	c	d
0	0.5915579386632158	0.09479998463085715	0.10952702422330096	0.22981026572440288
1	0.5090278639859014	0.5232645577339873	0.14484719116896383	0.5790399227293096
2	0.17346922772631712	0.44028318590043536	0.713472549672906	0.9612721373509665
3	0.6613584480960714	0.5636197662726757	0.09988171519830391	0.6343101630121607
4	0.6711606421568593	0.5618121379181185	0.8172320378211932	0.12255072750691909
5	0.9815058849670553	0.4864748033342591	0.7098752771172593	0.6101479232052184
6	0.5499073197252523	0.8395866578038079	0.8979292818096577	0.5264364412668942
7	0.3043651702522565	0.9700228244801391	0.09260549125772932	0.9006955119737702
8	0.032745273859636104	0.5723646944060552	0.8339439514991377	0.16947352673627392
9	0.7408411867859368	0.3874060358801128	0.43560492490554936	0.5379458550420934
10	0.6968040499779373	0.24091469105906393	0.38136253428224653	0.440019765639977
11	0.2658720759832153	0.746507041293318	0.04750609860525201	0.3010577537333824
12	0.544302523860692	0.5082223777769951	0.48257151708099666	0.9140475933922753
13	0.4551753738799236	0.3342316442128921	0.6772892668496533	0.3288411321679646
14	0.19104478390306445	0.3674033204245737	0.4091313925792791	0.48756388787228977
15	0.3194513830983141	0.6921950764751814	0.9792311514228557	0.926484113996772
16	0.5030599040526015	0.032453636816918374	0.9117903269396093	0.9857371453058604
17	0.3930299278839384	0.0018481391501828925	0.8260160085128603	0.9001612265630863
18	0.07777051364485099	0.7466390893049907	0.5883962292296474	0.13912675458355683
19	0.9793418606117522	0.08762796779365878	0.9085629790048787	0.1869133279262366
20	0.9445699700537395	0.8180487376822912	0.5546344127144445	0.7203203940230712
21	0.9857876376662041	0.8189392438516766	0.8672155822501503	0.819309864560808
22	0.19593458487186755	0.15396348600200305	0.13457929672965052	0.33925149154796774
23	0.5928979112435153	0.30149416589630207	0.0238284737998411	0.2794939902695497
24	0.5533879638742013	0.0027603141391436825	0.5796957968905004	0.642192352073831
25	0.8197023609110917	0.6160956158705877	0.7390150380798326	0.13972318269906558
26	0.1677521662583692	0.5263049831603045	0.49851335226583704	0.6861201277104928
27	0.9020323760772906	0.27587511787975005	0.20519271985771437	0.1313940476118498
28	0.8730028441118695	0.8302909530568544	0.9766298040202692	0.8509115879422912
29	0.09511244834158605	0.7139279495610359	0.4513350354600779	0.10037597791468478
30	0.43643992768867146	0.12190294325043949	0.4892927159629402	0.4432520390034599
31	0.8205494102661709	0.04492436811975031	0.3490753918105979	0.1035104002177113
32	0.7119115399847102	0.4067837083835968	0.028117735232315755	0.041504484028506594
33	0.09457863322181237	0.3970709257461711	0.920033059941522	0.6745630138272423
34	0.10973721097389466	0.7419373429278658	0.21460284351521774	0.6663932803700955
35	0.6483266608548198	0.27739089739345657	0.9592849584752811	0.36085471807705627
36	0.8939725806778033	0.39320122603505114	0.9069197736175333	0.28436956837427785
37	0.8379188385923768	0.09267190316156293	0.018496778341035136	0.946765921449252
38	0.03521561048065247	0.757495362583766	0.6633651817997936	0.9962690459142953
39	0.3657845753879202	0.9166150642990819	0.13069247026602693	0.7516066061471257
40	0.7096895352275251	0.37664591603135766	0.32161604174763414	0.7102760658918457
41	0.2751478120173716	0.7905089801944567	0.10053404615640449	0.6505687220905775
42	0.20859783475917915	0.3154061180433424	0.05807895853661005	0.35754589946572635
43	0.6139899387222334	0.2236348336930748	0.1521203303527645	0.7372871113896641
44	0.12691085801294388	0.059887575191229114	0.1512982326114095	0.41211433673815934
45	0.9127884382071401	0.16033746161593054	0.17254583452907324	0.10027543431176356
46	0.36407502439289396	0.17182715860714148	0.27555957077399773	0.5748783584684182
47	0.8079349437333652	0.3658566035282984	0.027379402007789877	0.2442942735265985
48	0.5560376896330215	0.9330744129601184	0.9463617366051638	0.5351831496121434
49	0.45149946517093353	0.5978403591953565	0.045116388945304675	0.56955299798943
