	a	b	c
0	0.5934887698030331	-1.6828250486001624	-1.5704364273171472
1	-0.16925150659927457	-2.496994404003155	-1.7482631004001838
2	2.2149315971612618	2.1344935229905135	-1.5010757526629197
3	2.5431032932885675	-1.588114148601369	-1.3528672142477107
4	2.041867179215309	1.6096554544774344	-1.7575482336638586
5	-1.475631803518345	-0.45043148752610845	-1.1092901950414549
6	1.730198282983134	-0.8558631769211815	-1.1025849765631441
7	0.9631727100391225	1.5023465311072746	-3.589115741523855
8	2.3755851949836937	-1.0488122959390465	-2.410406366517644
9	0.29019938751513796	0.9309430452971558	-2.655045973489414
10	0.6396146629982455	-1.1588283827708303	-1.234621928725756
11	1.211972171454868	-0.6232538539129888	-2.621931775446205
12	1.7611827369267186	-1.913125406517761	1.401557212247405
13	2.0381834614560423	0.17547772277883647	-2.186758830488423
14	0.8438223888673622	1.4131625702736308	-1.9600089657631599
15	0.2289674881161191	0.43654813319462865	-0.874022485885746
16	0.0957195859715998	1.5891388601687626	0.8192838134307543
17	1.631057749802965	1.0454187019155021	-1.2367104171169718
18	-0.3985826585700485	-0.6411315040233124	-2.3886483764896775
19	0.09028379313386392	0.47218824391317604	-1.6685860206432546
20	0.7825882284765902	0.03666496361218452	-0.5147836388419624
21	-0.6139269802965399	-0.9439850822533977	-2.9487570863118724
22	-0.024579879823983797	0.7030925799864288	-1.4613620137180214
23	1.7277114204307549	-0.6204832276857078	-1.7172906932163738
24	0.9781504549248737	-1.1327718553521477	-1.2553959606799519
25	0.25890679497412095	0.8242644717459929	-1.5699697588243056
26	1.0553599269513532	-1.0799359402610398	-1.1901407921672247
27	2.1488475583217257	-1.5594078549635342	-0.8956307101931195
28	2.940207206568444	-0.6086509580054649	-2.0749268664245424
29	1.3310212952182277	0.048840375133057175	-1.1872951059958106
30	1.7100928817692362	-1.0418792170140805	-2.4320458093108
31	0.7781866470882675	1.1679758833874776	-2.3262409477914243
32	2.83790308392122	-0.20103573780568432	-0.5864052437588466
33	2.4974705656895484	-1.208580382465197	-0.7259128807094999
34	2.068482178879671	-1.9689561968125584	0.04097199254577788
35	-0.27566877145642965	0.20969050221919852	-0.2560328836478386
36	0.12076698021875565	-1.4430848431914456	-1.183846740388936
37	0.15607937500147162	1.8501770939243143	-1.623950349123066
38	3.2211875150276437	-1.1757013109050627	-1.6786528739593791
39	1.6834064329318785	0.8466541315037873	-1.2131971915890931
40	1.0697191683142109	0.25373928216421543	-1.1197438991724173
41	1.1714171747588646	-0.49956947543373004	0.06753971256932023
42	-0.5095841573293269	-0.04173099250394684	-0.5250120391105814
43	-0.6674152607668813	1.5187932976177199	-2.3099107158681864
44	1.9176659685338153	1.1785208067566266	-1.3071850684036503
45	0.9097871105291683	-0.4020703158434499	-1.151562090101182
46	0.30799788595018207	0.11832377494068848	-0.28580814027794976
47	1.2485570178518521	0.6487353728234623	-0.7935895296296089
48	1.2479038291368294	0.6911743609331524	-0.5599107224922232
49	-0.4001913383701263	-0.4780326613492648	-1.6987143369336675
50	0.6356080012919855	3.1432688956970414	-0.16245525095727575
51	2.9146645819536556	-0.2171706885286181	0.45405714926104257
52	1.1411981371010285	0.3576242800902492	-1.6891103625384694
53	1.9895451118023924	0.39904894956530773	0.8496383980966966
54	0.9766570660659838	-0.8106888512308681	-1.9210043829198813
55	1.9492152541908312	-0.632204002759832	-0.6204161359047242
56	0.9921858045073989	0.22964931802709296	-2.2376767485203537
57	1.640594732870047	1.4314274723535694	-0.8720729593572356
58	1.2181517485894038	0.15516014678862075	-0.13307379262546526
59	0.6482701693823909	-1.3000960605722767	-0.15968043882834615
60	2.3575654125837824	1.0431338630098628	0.3893979233584688
61	1.297943915568808	0.8830519446198136	0.2134612815809207
62	0.3717865273688927	-0.46915783157665814	-1.9256115657311283
63	0.8413249315791119	-0.7977549119765803	-1.1521773876313628
64	1.194212135194262	0.21086020195203692	-2.9258369900032104
65	-0.6392732528740308	-0.6543796573396176	-2.2137172733231045
66	-0.1407812961207613	-0.1822815895387162	-1.3177821227294588
67	1.5888320679952805	0.8251036049736605	-1.7970545828159707
68	-0.41092654017625163	-1.1414834729164525	-2.5851190940353383
69	-0.024956996619701632	0.4898720383446878	0.27792879051794195
70	2.513526860104935	1.6709092183831455	-1.0620669941868741
71	0.6702440092037597	-1.2977815025267445	-2.164237496080162
72	1.5299517039093704	-0.5596450771859003	-1.4200230246427417
73	1.196136974867159	0.18527407533845097	0.15678677607116565
74	0.5961377551337337	0.4049959510977227	-1.6277060560581575
75	1.737812596963054	-0.635020928491548	-0.8769007365554883
76	1.5601956221054265	0.19459904345174883	-0.37059539800165753
77	1.556833503423614	0.050886708052372095	0.611548515187905
78	0.9003122964254779	-1.3157404679064189	-0.47240214512507606
79	0.536046922988305	-0.14561304271181763	-0.6384419231501436
80	0.1283402488314752	-0.9210313082533731	0.2085937750205813
81	0.492655795265328	0.742726912185743	0.4050958729354093
82	1.7130269560268736	-0.02550525262030911	-1.9828461819133856
83	0.6522005272726095	0.9300537458870657	0.3551220807330062
84	-0.19532016100151028	-1.9332248380824026	-0.3299741979467966
85	0.311231134767609	-0.8734629173610691	-1.15825532489942
86	1.538272684587703	-0.48413740401283345	1.3051573960018805
87	0.30626473426263456	0.38501828478246913	-2.999183484761706
88	0.4709978607416929	0.43111572002442283	-1.0586377770478166
89	1.2543264236324825	0.21454496202344	-0.4696133906106472
90	-0.695530321919404	1.9198589679551765	-1.5153211552768617
91	-0.5177119547968352	-0.04067674143547185	-4.126901924082544
92	2.0048992759658617	-1.2051595425690413	-1.5935030235898036
93	1.4247886650700972	-0.7418724336510736	-1.910915325085675
94	0.2590134873121195	-0.2252525567700761	-1.3802232739361497
95	1.8317212533740674	0.3408495298047038	-1.8680205930736933
96	0.06350277846209562	0.5700636619265775	-1.9501034825331192
97	-0.30434864082440716	-0.5584265211979041	-1.4102254334102635
98	2.1167442838999024	-0.7803716841702933	-0.7493408429625874
99	1.9911056444160735	-0.3257323167972428	-0.5896342680228321
100	0.3642286965576961	0.7304995149642897	-0.3530572108721769
101	-0.31929014219649066	0.4670579463896559	-2.4201255679591345
102	1.5356137025995078	-1.7482806279950853	0.05999606312617867
103	1.3267895428436067	0.29611122888517605	-1.437780101796056
104	0.3145744095740691	0.0757547230427901	-4.092868794020079
105	0.982463657007305	0.3788677443233873	-1.5320422260057596
106	2.346383622585651	1.5223794205563377	0.011145736239133397
107	0.18974614679731638	0.3440597423033419	-0.48205650376012465
108	-0.5040266627121337	-1.1403025353301943	-1.7344722513521575
109	0.3111094536152894	-0.23464002920993718	-0.876026406677967
110	1.577804116040252	1.4011500476990928	-0.9500276229409108
111	0.1414107818310394	1.4021139391444675	-2.192012823717982
112	1.0249115386107943	-1.0544797476466303	-1.8872725148102414
113	0.22877737111212193	1.0140530547227622	-2.905326892734826
114	-0.8781571512787847	0.07956529681125486	1.303027626466256
115	1.3578785563022064	-0.4896487704402788	-0.7540335261830716
116	0.3555866179084518	0.9846714362499261	-0.3991878331622005
117	0.38247365716026505	-1.2993529536774764	-1.9349906367650913
118	0.49590447100420354	0.26666565797616304	-2.6626700342011542
119	1.684008957672284	-1.9698406792109682	-0.6737529189242057
120	2.2887578848334416	-0.4491228391277564	-1.2356257235807446
121	-0.0894724645492011	2.5059544123621698	-2.884607896816801
122	3.285159566543326	1.1132642766114336	-1.2860400282466622
123	0.6727016945682631	-1.592907149369986	-1.5769650625913303
124	0.5050185542412239	2.284578579741432	-0.5956635651458788
125	0.4165128069625008	0.23074098101860108	-0.3934984084790376
126	2.5168291041016593	0.8090116814217587	-2.8253623400806984
127	-0.2335137651974668	-1.5197384614348177	-1.1559278706845535
128	0.8609946135646922	-0.2397131042283243	-0.9626856135060732
129	-1.272614023870776	-0.15533222976060487	-0.8080975145005839
130	-0.3065942714560883	0.08775538725825187	-0.9748756119750919
131	0.7966541611916365	0.7640865406780133	-1.8080880028950725
132	-0.5188056846356257	-1.2381887290539924	-1.292091420222536
133	1.6476500724582697	1.6399764232323262	-1.7592756678131396
134	1.0847584665085193	0.9818008100031901	-2.163092852474861
135	1.6912602316352388	-1.8559428903551913	-0.7897322452561886
136	0.5325956694946377	-1.0331213376199888	-2.0145206459333878
137	-0.24454630327627558	-0.5469558746182009	-0.9478634725446035
138	2.3488803412167076	-0.5477401965574081	-0.08441109547639292
139	0.3176217075344876	-0.24106492245718755	-2.815357907108697
140	2.2647694856796536	0.34152427687319853	-1.0091267206619
141	0.3510657442833581	-1.036492303261561	-1.2438805609495904
142	0.5157449320442526	-0.26874992284095406	-1.6499589727850674
143	1.9260854342181395	0.593451025272533	-0.8952496526290258
144	0.7733677484205197	0.5646480931053588	-1.411820994203355
145	2.3281389684641294	0.7119847598875737	-2.337575496188287
146	0.39426266105019303	0.34573796449921734	-1.038870814016422
147	1.817932517561562	0.9896480397306668	-1.9588390378476217
148	0.694769242121238	-0.9581609312671219	-0.5331254517117769
149	0.1660473626268837	1.5050143099427578	-1.0685158022654995
150	1.4331102794097013	-0.19915218298772983	-1.244633735663789
151	1.7135133494619894	-1.4875715293648193	-2.024063064876942
152	0.007130498507568528	0.09567385228457705	-0.43834101802549874
153	0.9796705233727808	0.5927671862843301	-2.2938659226487905
154	1.0493619234110734	-0.2798967062086992	-0.08904264912939364
155	1.2004428860622316	-1.0158336219099084	-2.13529222192775
156	0.6656708376854457	0.3757180168568836	-1.915297489426741
157	2.308333076271513	0.7309983184831684	-1.814846250258513
158	0.48660422824394667	-0.5117251107556956	0.33521847470853583
159	1.539982554576702	0.3749502210503064	-0.7219370009290138
160	2.6408529178358258	0.024893837535969115	-2.1963420811586065
161	0.04580455715033449	-0.8797738379628716	-0.42732715995002557
162	2.1007435587573315	1.0688336136232859	-0.18266971510658236
163	-0.49025025115886667	-0.3739053945122099	-2.3532983800731433
164	-0.017576548287894234	-0.7131219979126517	-1.606279955669268
165	1.198154527938173	-0.1440587798167943	-1.1940152451066703
166	1.9011795439099148	0.36425204154459995	-2.4488834506576445
167	1.5642783713069583	0.17401871211029118	0.14472296807038543
168	0.5879207643240525	-1.3153905000868005	-0.9083470996094244
169	2.4377882658615677	-1.5957019720431649	-0.5287011154115011
170	2.9369167779739844	0.2762368475415533	-1.7494069115445408
171	1.8972669026817153	0.6829407552007244	0.5003237702095633
172	-0.867650336930883	-0.8190598440397429	0.7466627603377736
