	0
0	1.5003827724044623
1	0.8671325844197041
2	1.6953633959808423
3	2.1739602372746902
4	2.4338536059034714
5	1.5061094610890908
6	-0.0395788901719909
7	-1.6186164902518934
8	-1.479292452660762
9	-1.0916799203434793
10	1.0439442463775115
11	1.0959387858107374
12	1.048442748608654
13	0.8525723189825014
14	1.194185187939171
15	1.1059106982000995
16	0.12496327660553086
17	-0.991164792463092
18	-2.1595534105847767
19	-0.7102297479289961
20	0.41358567605066354
21	0.6628289231044844
22	-0.7993961918223511
23	0.07887702943083463
24	0.9042242106019809
25	2.0388187990643
26	2.4223974609635683
27	3.7121238838169446
28	4.095858344727675
29	3.990862545374352
30	4.01995083912856
31	4.231809353242698
32	3.5125859907770023
33	5.0442663897744655
34	4.194437709126749
35	4.8859111456799384
36	3.7643465320212357
37	4.357963582891381
38	6.319699652196459
39	7.4518860279695875
40	10.56512971327689
41	11.586331582467144
