	a	b	c
0	0.3645393807748979	0.48405091353586827	0.7745579079155599
1	0.8611131444062106	0.4529186809644803	0.0683895307575132
2	0.19657931441432297	0.9873683463292172	0.09901667452304053
3	0.0013932928192555982	0.8801326010289736	0.19172300479280902
4	0.48129954682595777	0.68487081493813	0.3642878921639232
5	0.4959967802318279	0.27930999759877295	0.7917195349428383
6	0.8627176405370034	0.904376202007408	0.2959144890633796
7	0.7525050151575738	0.537469899344029	0.9409312114194807
8	0.08394306808148277	0.12202587049971514	0.048909002849774175
9	0.3182277224520792	0.8562142835682075	0.570248859276416
